연도,번호,학교명,학교유형,설립,지역,대학규모,도서자료-종수-국내서,국외서,계,책수-국내서,국외서,계,전자자료-전자저널-패키지,웹DB-패키지,[구독] e-Book-종수,동영상강의자료(e-Learning)-패키지,합계-패키지,종수,연속간행물-국내,국외,합계,연간 장서 증가 및 폐기 책수-연간 장서 증가 책수-구입,기증,합계,연간 장서 증가 종수,연간 장서 폐기 책수,재학생 1인당 소장도서수-소장도서수,재학생수(당해년도),재학생 1인당 소장도서수,연간장서증가율-연간장서증가책수,소장도서수,연간장서증가율
2015,387,한국예술종합학교,대학,국립,서울,C그룹,77825,44762,122587,145076,57010,202086,5,17,10051,0,22,16896,184,248,432,11436,2871,14307,12149,0,202086,2652,76.19999694824219,14307,202086,7.599999904632568
2015,388,한국외국어대학교,대학,사립,서울,A그룹,456709,318412,775121,1105859,521285,1627144,23,42,87919,0,65,134512,1716,848,2564,41913,8181,50094,30120,134,1627144,19092,85.19999694824219,50094,1627144,3.200000047683716
2015,389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,2239,3081,5320,2239,3081,5320,1,0,0,0,1,2260,8,8,16,1015,0,1015,1015,0,5320,106,50.20000076293945,1015,5320,23.600000381469727
2015,390,한국전통문화대학교,대학,국립,충남,C그룹,70112,13744,83856,158445,21187,179632,6,9,4145,0,15,14275,98,47,145,6758,3805,10563,6852,0,179632,673,266.8999938964844,10563,179632,6.199999809265137
2015,391,한국정보통신대학교,대학,사립,대전,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,392,한국철도대학,전문대학,국립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,393,한국체육대학교,대학,국립,서울,C그룹,70716,17349,88065,114011,21994,136005,0,3,15806,0,3,15806,157,33,190,4012,635,4647,3687,0,136005,3057,44.5,4647,136005,3.5
2015,394,한국침례신학대학교,대학,사립,대전,C그룹,89240,35530,124770,157100,49077,206177,5,3,9688,0,8,15080,133,89,222,4889,266,5155,4201,0,206177,2417,85.30000305175781,5155,206177,2.5999999046325684
2015,395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,3910,0,3910,3910,0,3910,0,0,0,0,0,0,5,0,5,304,0,304,7,0,3910,662,5.900000095367432,304,3910,8.399999618530273
2015,396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,10,3,13,7204,11,7215,0,0,0,0,0,0,16,0,16,410,0,410,10,1574,7215,1516,4.800000190734863,410,7215,6.0
2015,397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,6838,0,6838,7210,0,7210,0,0,0,0,0,0,0,0,0,671,0,671,0,0,7210,1053,6.800000190734863,671,7210,10.300000190734863
2015,398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,10254,0,10254,10254,0,10254,0,0,0,0,0,0,0,0,0,1251,0,1251,1251,5678,10254,2328,4.400000095367432,1251,10254,13.899999618530273
2015,401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,1662,0,1662,1954,0,1954,0,0,0,0,0,0,13,0,13,192,24,216,195,0,1954,72,27.100000381469727,216,1954,12.399999618530273
2015,403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,5913,0,5913,7038,0,7038,0,0,0,0,0,0,0,0,0,426,0,426,426,0,7038,404,17.399999618530273,426,7038,6.400000095367432
2015,405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,5210,0,5210,6688,6,6694,6,0,0,0,6,0,0,0,0,300,5,305,223,0,6694,554,12.100000381469727,305,6694,4.800000190734863
2015,407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,3802,7,3809,4511,7,4518,0,0,0,0,0,0,5,0,5,658,0,658,579,0,4518,766,5.900000095367432,658,4518,17.0
2015,408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,0,0,0,4790,0,4790,0,0,0,0,0,0,13,0,13,311,0,311,0,0,4790,265,18.100000381469727,311,4790,6.900000095367432
2015,409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,10,0,10,10458,411,10869,0,0,0,0,0,0,0,0,0,744,0,744,10,0,10869,871,12.5,744,10869,7.300000190734863
2015,410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,2624,0,2624,2742,0,2742,0,0,0,0,0,0,0,0,0,228,75,303,289,0,2742,57,48.099998474121094,303,2742,12.399999618530273
2015,412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,12,12,24,7494,2300,9794,0,0,0,0,0,0,0,0,0,290,0,290,7,0,9794,283,34.599998474121094,290,9794,3.0999999046325684
2015,413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,10,0,10,4421,0,4421,0,0,0,0,0,0,0,0,0,226,0,226,0,0,4421,597,7.400000095367432,226,4421,5.400000095367432
2015,414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,0,0,0,7893,0,7893,0,0,0,0,0,0,0,0,0,365,0,365,0,0,7893,606,13.0,365,7893,4.800000190734863
2015,415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,7060,0,7060,7915,0,7915,0,0,0,0,0,0,17,0,17,815,0,815,802,845,7915,1096,7.199999809265137,815,7915,11.5
2015,416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,4390,0,4390,6238,0,6238,0,0,0,0,0,0,0,0,0,232,0,232,0,0,6238,408,15.300000190734863,232,6238,3.9000000953674316
2015,417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,11,0,11,1444,0,1444,0,0,205,0,0,205,0,0,0,0,0,0,0,0,1444,49,29.5,0,1444,0.0
2015,418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,8485,0,8485,10266,0,10266,0,0,0,0,0,0,0,0,0,737,0,737,589,0,10266,1022,10.0,737,10266,7.699999809265137
2015,420,한국폴리텍Ⅶ대학울산캠퍼스,전문대학,사립,울산,C그룹,5352,0,5352,6674,0,6674,0,0,349,0,0,349,0,0,0,605,0,605,541,0,6674,907,7.400000095367432,605,6674,10.0
2015,421,한국폴리텍Ⅶ대학진주캠퍼스,전문대학,사립,경남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,422,한국폴리텍Ⅶ대학창원캠퍼스,전문대학,사립,경남,C그룹,0,0,0,23033,4624,27657,0,0,0,0,0,0,19,0,19,1555,0,1555,0,865,27657,1541,17.899999618530273,1555,27657,6.0
2015,423,한국폴리텍특성화 로봇캠퍼스,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,424,한국폴리텍특성화 바이오캠퍼스,전문대학,사립,충남,C그룹,2796,0,2796,2977,0,2977,0,0,0,0,0,0,0,0,0,147,0,147,143,0,2977,386,7.699999809265137,147,2977,5.199999809265137
2015,425,한국폴리텍특성화 반도체융합캠퍼스,전문대학,사립,경기,C그룹,8000,0,8000,9126,0,9126,0,0,0,0,0,0,0,0,0,535,0,535,68,0,9126,647,14.100000381469727,535,9126,6.199999809265137
2015,426,한국폴리텍특성화 항공캠퍼스,전문대학,사립,경남,C그룹,0,0,0,4290,200,4490,0,0,0,0,0,0,0,0,0,200,0,200,200,0,4490,506,8.899999618530273,200,4490,4.699999809265137
2015,427,한국학대학원,대학원대학,국립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,428,한국항공대학교,대학,사립,경기,C그룹,102882,46570,149452,166571,59951,226522,14,12,5567,0,26,22366,115,45,160,3264,669,3933,3166,0,226522,4729,47.900001525878906,3933,226522,1.7999999523162842
2015,429,한남대학교,대학,사립,대전,A그룹,281731,115447,397178,576452,206489,782941,8,17,6854,0,25,36583,501,68,569,13078,5401,18479,9682,0,782941,13857,56.5,18479,782941,2.4000000953674316
2015,430,한동대학교,대학,사립,경북,C그룹,92980,55717,148697,139614,82279,221893,9,7,22346,0,16,34132,99,232,331,4189,3035,7224,5195,0,221893,4447,49.900001525878906,7224,221893,3.4000000953674316
2015,431,한라대학교,대학,사립,강원,C그룹,61287,5305,66592,86808,5760,92568,4,1,5981,0,5,29891,147,44,191,1695,594,2289,2107,0,92568,4181,22.100000381469727,2289,92568,2.5
2015,432,한려대학교,대학,사립,전남,C그룹,41262,0,41262,98496,0,98496,0,0,0,0,0,0,36,0,36,0,10224,10224,426,0,98496,729,135.10000610351562,10224,98496,11.600000381469727
2015,433,한림국제대학원대학교,대학원대학,사립,서울,-,2000,1200,3200,2701,1269,3970,0,0,0,0,0,0,2,0,2,18,15,33,33,0,3970,218,18.200000762939453,33,3970,0.800000011920929
2015,434,한림대학교,대학,사립,강원,B그룹,210653,153080,363733,429078,292930,722008,19,12,4884,0,31,22069,525,274,799,22156,2418,24574,13122,0,722008,9480,76.19999694824219,24574,722008,3.5
2015,435,한림성심대학교,전문대학,사립,강원,B그룹,67085,4457,71542,117921,6139,124060,0,4,4362,0,4,5500,211,2,213,6413,842,7255,3604,0,124060,3339,37.20000076293945,7255,124060,6.199999809265137
2015,436,한민학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,437,한반도국제대학원대학교,대학원대학,사립,서울,-,12541,2448,14989,12571,2456,15027,0,0,0,0,0,0,26,0,26,59,494,553,533,3,15027,64,234.8000030517578,553,15027,3.799999952316284
2015,438,한북대학교,대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,439,한서대학교,대학,사립,충남,B그룹,187728,219069,406797,303444,343028,646472,7,7,20984,0,14,52280,113,43,156,2967,15289,18256,6957,17291,646472,8011,80.69999694824219,18256,646472,2.9000000953674316
2015,440,한성대학교,대학,사립,서울,B그룹,342908,119894,462802,490620,145889,636509,12,28,160474,0,40,191235,691,104,795,22264,5178,27442,24737,16427,636509,7837,81.19999694824219,27442,636509,4.5
2015,441,한세대학교,대학,사립,경기,C그룹,113420,70133,183553,185057,78122,263179,2,3,55466,0,5,68306,116,29,145,1361,634,1995,1138,0,263179,3640,72.30000305175781,1995,263179,0.800000011920929
2015,442,한신대학교,대학,사립,경기,B그룹,172169,91360,263529,350452,143178,493630,1,11,2908,0,12,2926,455,123,578,7686,3734,11420,6984,19,493630,5934,83.19999694824219,11420,493630,2.4000000953674316
2015,443,한양대학교,대학,사립,서울,A그룹,539622,368000,907622,920802,549421,1470223,37,48,113572,0,85,203709,1591,495,2086,17611,17434,35045,31415,27115,1470223,22325,65.9000015258789,35045,1470223,2.4000000953674316
2015,444,한양대학교(ERICA),대학,사립,경기,A그룹,279358,137894,417252,643433,250123,893556,15,8,161911,0,23,180952,293,209,502,8436,3546,11982,10389,13,893556,10570,84.5,11982,893556,1.399999976158142
2015,445,한양여자대학교,전문대학,사립,서울,A그룹,69458,10303,79761,150686,14593,165279,1,1,3125,0,2,5725,304,17,321,8753,706,9459,5185,74,165279,6789,24.299999237060547,9459,165279,6.099999904632568
2015,446,한영대학교,전문대학,사립,전남,C그룹,4511,59,4570,24594,394,24988,0,0,0,0,0,0,4,0,4,711,0,711,25,502,24988,1355,18.399999618530273,711,24988,2.9000000953674316
2015,447,한일장신대학교,대학,사립,전북,C그룹,67801,17956,85757,161837,24939,186776,3,2,4455,0,5,8604,97,8,105,1405,2005,3410,2688,0,186776,1219,153.1999969482422,3410,186776,1.899999976158142
2015,448,한중대학교,대학,사립,강원,C그룹,46522,3504,50026,53900,8601,62501,0,0,0,0,0,0,120,0,120,674,52,726,592,0,62501,1415,44.20000076293945,726,62501,1.2000000476837158
2015,449,합동신학대학원대학교,대학원대학,사립,경기,-,58113,24559,82672,84383,35487,119870,2,6,16921,0,8,20003,116,79,195,2747,1637,4384,4004,0,119870,326,367.70001220703125,4384,119870,3.799999952316284
2015,450,해군사관학교,기타,기타,경남,-,162483,3414,165897,231358,3598,234956,0,3,6756,0,3,6760,197,27,224,4411,2826,7237,6258,0,234956,0,0.0,7237,234956,3.200000047683716
2015,451,협성대학교,대학,사립,경기,C그룹,160266,48950,209216,246546,89156,335702,8,8,21431,0,16,582332,271,118,389,4091,1753,5844,4938,0,335702,5104,65.80000305175781,5844,335702,1.7999999523162842
2015,452,혜전대학교,전문대학,사립,충남,B그룹,88908,4064,92972,132373,4659,137032,2,0,2850,0,2,6954,248,0,248,4462,1170,5632,3457,5861,137032,3235,42.400001525878906,5632,137032,4.300000190734863
2015,453,호남대학교,대학,사립,광주,B그룹,179982,158961,338943,343376,280870,624246,5,4,11025,0,9,26920,308,138,446,8782,2697,11479,6517,0,624246,8349,74.80000305175781,11479,624246,1.899999976158142
2015,454,호남신학대학교,대학,사립,광주,C그룹,70668,56790,127458,101118,62006,163124,4,8,35891,0,12,35920,236,106,342,5186,1318,6504,5981,0,163124,1008,161.8000030517578,6504,163124,4.199999809265137
2015,455,호산대학교,전문대학,사립,경북,C그룹,39411,1291,40702,64999,2031,67030,2,1,1318,0,3,4846,68,2,70,2459,562,3021,2887,0,67030,2201,30.5,3021,67030,4.699999809265137
2015,456,호서대학교,대학,사립,충남,A그룹,268612,118654,387266,595701,272675,868376,15,26,88718,0,41,155104,426,6,432,16398,6053,22451,15309,2249,868376,14244,61.0,22451,868376,2.700000047683716
2015,457,호원대학교,대학,사립,전북,B그룹,209386,63169,272555,347889,84887,432776,2,11,23834,0,13,43540,144,4,148,10959,6678,17637,12409,11298,432776,5855,73.9000015258789,17637,432776,4.199999809265137
2015,458,홍익대학교,대학,사립,서울,A그룹,785997,218528,1004525,1487135,333080,1820215,35,39,65078,0,74,104855,1421,383,1804,25092,7467,32559,26742,23697,1820215,22119,82.30000305175781,32559,1820215,1.7999999523162842
2015,459,화성의과학대학교,대학,사립,경기,C그룹,9311,16,9327,16886,74,16960,0,0,0,0,0,0,68,0,68,216,511,727,654,0,16960,905,18.700000762939453,727,16960,4.5
2015,460,화신사이버대학교,대학,사립,부산,C그룹,3917,0,3917,17065,0,17065,0,1,14575,0,1,14575,0,0,0,0,0,0,0,0,17065,1121,15.199999809265137,0,17065,0.0
2015,461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,28005,27554,55559,36271,33048,69319,2,5,133,0,7,3184,116,146,262,1092,180,1272,1101,252,69319,435,159.39999389648438,1272,69319,1.899999976158142
