연도,번호,학교명,학교유형,설립,지역,대학규모,봉사대상자수 및 이용자수_봉사대상자수_전년도_재학생수,봉사대상자수 및 이용자수_봉사대상자수_전년도_학부생,봉사대상자수 및 이용자수_봉사대상자수_전년도_대학원생,봉사대상자수 및 이용자수_봉사대상자수_전년도_전임교원,봉사대상자수 및 이용자수_봉사대상자수_전년도_비전임교원,봉사대상자수 및 이용자수_봉사대상자수_전년도_직원,봉사대상자수 및 이용자수_봉사대상자수_전년도_기타,봉사대상자수 및 이용자수_봉사대상자수_전년도_계,봉사대상자수 및 이용자수_봉사대상자수_당해년도_재학생수,봉사대상자수 및 이용자수_봉사대상자수_당해년도_학부생,봉사대상자수 및 이용자수_봉사대상자수_당해년도_대학원생,봉사대상자수 및 이용자수_봉사대상자수_당해년도_전임교원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_비전임교원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_직원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_기타,봉사대상자수 및 이용자수_봉사대상자수_당해년도_계,봉사대상자수 및 이용자수_학과수,봉사대상자수 및 이용자수_이용자수_도서관 이용자수,대출현황_대출자수_학부생,대출현황_대출자수_대학원생,대출현황_대출자수_교원,대출현황_대출자수_직원,대출현황_대출자수_기타,대출현황_대출자수_계,대출현황_대출책수_학부생,대출현황_대출책수_대학원생,대출현황_대출책수_교원,대출현황_대출책수_직원,대출현황_대출책수_기타,대출현황_대출책수_계,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_신청,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_제공,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_면담,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_전화,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_온라인,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_신청,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_제공,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_신청,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_제공,이용자 교육_교육횟수,이용자 교육_교육 참가자수,재학생 1인당 대출책수_대출책수,재학생 1인당 대출책수_재학생수(전년도),재학생 1인당 대출책수_재학생 1인당 대출책수,재학생 1인당 도서관방문자수_방문자수,재학생 1인당 도서관방문자수_재학생수(전년도),재학생 1인당 도서관방문자수_재학생 1인당 도서관방문자수
2020,198,서울교육대학교,대학,국립,서울,C그룹,2912,1546,1366,103,323,168,447,3953,2853,1553,1300,98,362,169,378,3860,0,235013,1466,615,127,103,187,2498,30823,8254,2487,2319,1819,45702,0,0,5680,2580,60,21,50,69,82,20,193,39077,2912,13.399999618530273,235013,2912,80.69999694824219
2020,199,서울기독대학교,대학,사립,서울,C그룹,731,537,194,33,73,26,591,1454,704,501,203,29,79,24,591,1427,0,9192,149,94,22,23,6,294,1194,1289,282,291,67,3123,0,0,12,36,12,58,0,50,2,2,13,2483,731,3.4000000953674316,9192,731,12.600000381469727
2020,200,서울대학교,대학,국립,서울,A그룹,27784,16556,11228,2260,2310,1787,22396,56537,27813,16608,11205,2256,3284,1814,1836,37003,0,4646925,18646,13415,2390,3935,3885,42271,138224,144718,36479,37348,59956,416725,0,0,25305,19281,26065,4207,4879,2864,12060,91,3447,282942,27784,10.199999809265137,4646925,27784,167.3000030517578
2020,201,서울디지털대학교,대학,사립,서울,A그룹,10199,10199,0,51,247,67,3881,14445,9880,9880,0,53,225,63,3881,14102,0,1096963,1475,0,18,21,0,1514,11793,0,183,133,0,12109,0,0,0,0,0,1,1,0,0,0,0,11793,10199,1.2000000476837158,1096963,10199,107.5999984741211
2020,202,서울미디어대학원대학교,대학원대학,사립,서울,-,111,0,111,15,1,7,0,134,140,0,140,13,2,7,0,162,0,178,0,8,0,2,0,10,0,126,0,16,0,142,0,0,0,0,0,0,0,0,0,0,0,126,111,1.100000023841858,178,111,1.600000023841858
2020,203,서울벤처대학원대학교,대학원대학,사립,서울,-,266,0,266,14,31,13,0,324,250,0,250,12,25,13,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,266,0
2020,204,서울불교대학원대학교,대학원대학,사립,서울,-,179,0,179,13,28,10,0,230,181,0,181,12,24,10,0,227,0,126,0,117,7,0,2,126,0,567,48,0,36,651,0,0,81,68,0,0,0,31,0,0,0,567,179,3.200000047683716,126,179,0.699999988079071
2020,205,서울사이버대학교,대학,사립,서울,A그룹,10710,10360,350,58,238,79,40,11125,12332,11947,385,58,326,84,48,12848,0,1199,1055,60,10,26,48,1199,2855,207,32,58,157,3309,0,0,0,0,0,0,0,0,0,0,0,3062,10710,0.30000001192092896,1199,10710,0.10000000149011612
2020,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,168,0,168,7,4,13,135,327,171,0,171,6,7,10,0,194,0,861,0,29,11,1,14,55,0,148,37,16,60,261,0,0,0,0,0,0,0,0,0,0,0,148,168,0.8999999761581421,861,168,5.099999904632568
2020,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,124,0,124,9,2,8,11,154,125,0,125,9,3,7,0,144,0,517,0,119,11,7,12,149,0,1318,93,65,145,1621,0,0,1417,563,73,0,0,7,0,12,120,1318,124,10.600000381469727,517,124,4.199999809265137
2020,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,98,0,98,10,9,6,7,130,104,0,104,6,16,5,0,131,0,6930,0,43,7,5,0,55,0,299,83,11,0,393,0,0,0,0,0,0,0,0,0,0,0,299,98,3.0999999046325684,6930,98,70.69999694824219
2020,209,서울시립대학교,대학,공립,서울,A그룹,11764,9059,2705,420,713,243,478,13618,11762,9028,2734,430,700,262,666,13820,0,17964690,5932,1399,347,252,246,8176,48794,18772,5865,4747,32355,110533,0,0,18316,26059,7577,19,82,246,83,16,412,67566,11764,5.699999809265137,17964690,11764,1527.0999755859375
2020,210,서울신학대학교,대학,사립,경기,C그룹,3118,2272,846,97,182,63,122,3582,3032,2218,814,99,171,63,0,3365,0,108557,1227,716,68,43,182,2236,8865,17783,1621,382,3428,32079,0,0,84,148,5,28,94,12,63,13,338,26648,3118,8.5,108557,3118,34.79999923706055
2020,211,서울여자간호대학교,전문대학,사립,서울,C그룹,939,939,0,26,42,23,36,1066,934,934,0,27,60,26,29,1076,0,90134,644,0,13,9,4,670,3913,0,93,50,886,4942,0,0,110,86,32,0,0,0,2,3,49,3913,939,4.199999809265137,90134,939,96
2020,212,서울여자대학교,대학,사립,서울,B그룹,7368,7075,293,219,384,196,3180,11347,7392,7141,251,222,327,211,2879,11031,0,429245,5244,257,248,215,487,6451,44158,4889,4867,2913,66633,123460,0,0,80,59,154,463,299,484,295,34,472,49047,7368,6.699999809265137,429245,7368,58.29999923706055
2020,213,서울예술대학교,전문대학,사립,경기,B그룹,3129,3129,0,89,351,70,21,3660,3101,3101,0,88,375,70,0,3634,0,228740,1707,0,81,47,0,1835,22453,0,1033,1043,0,24529,0,0,0,0,4,1,1,17,0,3,688,22453,3129,7.199999809265137,228740,3129,73.0999984741211
2020,214,서울외국어대학원대학교,대학원대학,사립,서울,-,159,0,159,13,38,3,7,220,195,0,195,12,26,6,0,239,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,159,159,1
2020,215,서울장신대학교,대학,사립,경기,C그룹,839,487,352,37,64,26,278,1244,804,476,328,37,49,27,297,1214,0,8088,190,207,23,10,27,457,1637,3563,433,66,330,6029,0,0,272,136,4,0,0,0,4,11,387,5200,839,6.199999809265137,8088,839,9.600000381469727
2020,216,서울한영대학교,대학,사립,서울,C그룹,895,675,220,38,57,46,565,1601,925,695,230,37,50,45,483,1540,0,41673,385,69,29,28,25,536,3274,690,424,427,870,5685,0,0,352,152,35,18,59,219,15,13,344,3964,895,4.400000095367432,41673,895,46.599998474121094
2020,217,서원대학교,대학,사립,충북,B그룹,6989,6785,204,235,300,138,230,7892,7028,6860,168,229,301,137,264,7959,0,327796,2360,31,144,122,103,2760,18294,346,2763,2131,3106,26640,0,0,1,2,23,17,79,87,22,47,1215,18640,6989,2.700000047683716,327796,6989,46.900001525878906
2020,218,서일대학교,전문대학,사립,서울,A그룹,6005,6005,0,169,272,51,15,6512,6055,6055,0,169,329,59,0,6612,0,15816,863,0,61,37,0,961,7702,0,870,547,551,9670,0,0,0,0,12,0,11,1,0,60,1914,7702,6005,1.2999999523162842,15816,6005,2.5999999046325684
2020,219,서정대학교,전문대학,사립,경기,A그룹,4908,4908,0,123,285,67,0,5383,5412,5412,0,143,336,79,0,5970,0,3351,123,0,7,18,0,148,570,0,167,149,0,886,0,0,51,73,29,0,0,0,0,2,87,570,4908,0.10000000149011612,3351,4908,0.699999988079071
2020,220,서해대학,전문대학,사립,전북,C그룹,527,527,0,33,86,19,0,665,241,241,0,25,16,9,0,291,0,2430,13,0,1,3,0,17,85,0,7,7,7,106,0,0,10,0,0,0,0,0,0,0,0,85,527,0.20000000298023224,2430,527,4.599999904632568
2020,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,222,선린대학교,전문대학,사립,경북,C그룹,2400,2400,0,75,140,32,0,2647,2330,2330,0,71,123,36,0,2560,0,141254,469,0,35,22,0,526,4240,0,370,144,0,4754,0,0,131,42,0,0,0,9,0,3,118,4240,2400,1.7999999523162842,141254,2400,58.900001525878906
2020,223,선문대학교,대학,사립,충남,B그룹,9584,9189,395,321,404,219,1062,11590,9606,9252,354,316,380,225,1113,11640,0,808968,4783,194,240,186,476,5879,25549,2220,4356,13955,54971,101051,0,0,106,14,194,63,163,194,31,82,3832,27769,9584,2.9000000953674316,808968,9584,84.4000015258789
2020,224,선학유피대학원대학교,대학원대학,사립,경기,-,52,0,52,5,6,23,63,149,60,0,60,5,10,26,64,165,0,180,0,55,8,6,35,104,0,975,132,21,152,1280,0,0,60,13,35,0,0,0,0,6,35,975,52,18.799999237060547,180,52,3.5
2020,225,성결대학교,대학,사립,경기,B그룹,5835,5407,428,176,287,111,1649,8058,5802,5418,384,191,262,122,1617,7994,0,133267,2185,214,138,90,166,2793,15870,4539,2540,1156,14611,38716,0,0,1700,2000,71,22,54,68,33,27,975,20409,5835,3.5,133267,5835,22.799999237060547
2020,226,성공회대학교,대학,사립,서울,C그룹,2430,2086,344,83,167,69,262,3011,2439,2112,327,86,198,78,144,2945,0,118877,1379,218,137,42,86,1862,10992,3197,2736,599,5272,22796,0,0,6,10,5,55,123,38,27,1,14,14189,2430,5.800000190734863,118877,2430,48.900001525878906
2020,227,성균관대학교,대학,사립,서울,A그룹,27097,19798,7299,1448,1958,411,17073,47987,27100,19310,7790,1487,1988,415,19873,50863,0,7537198,14104,5141,801,228,1265,21539,143923,78598,19058,7109,59498,308186,0,0,34842,18236,13709,2072,1762,2728,1075,200,5066,222521,27097,8.199999809265137,7537198,27097,278.20001220703125
2020,228,성산효대학원대학교,대학원대학,사립,인천,-,248,0,248,12,24,17,33,334,205,0,205,13,22,17,32,289,0,366,0,16,6,5,3,30,0,301,206,73,22,602,0,0,3,5,2,0,0,0,0,0,0,301,248,1.2000000476837158,366,248,1.5
2020,229,성서침례대학원대학교,대학원대학,사립,경기,-,42,0,42,8,3,5,258,316,35,0,35,7,0,4,283,329,0,332,0,35,10,4,283,332,0,298,20,14,15,347,0,0,43,5,0,0,0,0,0,0,0,298,42,7.099999904632568,332,42,7.900000095367432
2020,230,성신여자대학교,대학,사립,서울,A그룹,9735,8966,769,316,838,260,633,11782,9643,8868,775,306,909,328,513,11699,0,236352,4613,323,231,127,391,5685,25903,2430,3825,4111,38762,75031,0,0,4494,2932,217,69,10,124,23,21,356,28333,9735,2.9000000953674316,236352,9735,24.299999237060547
2020,231,성운대학교,전문대학,사립,경북,C그룹,1640,1640,0,48,52,35,7,1782,1602,1602,0,48,64,33,12,1759,0,0,216,0,19,14,6,255,1990,0,115,203,73,2381,0,0,5,0,0,0,0,0,0,1,107,1990,1640,1.2000000476837158,0,1640,0
2020,232,성화대학,전문대학,사립,전남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,233,세경대학교,전문대학,사립,강원,C그룹,1047,1047,0,29,53,32,3,1164,1040,1040,0,29,56,34,0,1159,0,750,71,0,4,5,4,84,322,0,20,25,24,391,0,0,0,0,0,0,0,0,0,13,367,322,1047,0.30000001192092896,750,1047,0.699999988079071
2020,234,세계사이버대학,기타,기타,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,235,세명대학교,대학,사립,충북,B그룹,7803,7545,258,279,260,158,288,8788,8084,7804,280,271,299,160,314,9128,0,497304,3939,81,131,101,205,4457,70956,1326,2473,1682,3475,79912,0,0,5,10,34,26,1,78,5,33,571,72282,7803,9.300000190734863,497304,7803,63.70000076293945
2020,236,세종대학교,대학,사립,서울,A그룹,14208,11799,2409,514,521,167,11552,26962,14454,11946,2508,516,689,229,12847,28735,0,1597479,4971,642,347,154,361,6475,27065,5002,4064,1421,18711,56263,0,0,1640,1850,541,56,100,150,110,14,276,32067,14208,2.299999952316284,1597479,14208,112.4000015258789
2020,237,세한대학교,대학,사립,충남,C그룹,4114,4003,111,144,126,66,158,4608,3984,3914,70,142,112,68,189,4495,0,150766,711,7,51,19,19,807,5695,25,2239,231,128,8318,0,0,0,0,0,0,0,15,0,25,537,5720,4114,1.399999976158142,150766,4114,36.599998474121094
2020,238,송곡대학교,전문대학,사립,강원,C그룹,659,659,0,23,51,48,0,781,635,635,0,23,58,46,1,763,0,1546,82,0,8,20,1,111,309,0,47,85,15,456,0,0,0,3,0,0,0,0,0,0,0,309,659,0.5,1546,659,2.299999952316284
2020,239,송원대학교,대학,사립,광주,C그룹,2869,2790,79,107,99,67,0,3142,3066,2980,86,121,99,71,0,3357,0,48584,537,0,25,34,0,596,8208,23,240,812,136,9419,0,0,12,298,3,0,0,1,0,16,528,8231,2869,2.9000000953674316,48584,2869,16.899999618530273
2020,240,송호대학교,전문대학,사립,강원,C그룹,973,973,0,32,68,49,17,1139,946,946,0,30,62,56,17,1111,0,4472,195,0,8,19,3,225,2521,0,47,112,28,2708,0,0,290,14,0,0,0,0,0,19,154,2521,973,2.5999999046325684,4472,973,4.599999904632568
2020,241,수도국제대학원대학교,대학원대학,사립,서울,-,357,0,357,20,67,12,0,456,372,0,372,21,58,12,0,463,0,251,0,89,11,1,2,103,0,693,112,13,17,835,0,0,0,0,0,0,0,4,0,0,0,693,357,1.899999976158142,251,357,0.699999988079071
2020,242,수성대학교,전문대학,사립,대구,B그룹,3506,3506,0,85,248,104,33,3976,3484,3484,0,83,235,102,18,3922,0,111969,1225,0,64,68,11,1368,13084,0,880,806,5274,20044,0,0,60,30,0,3,0,4,0,29,1402,13084,3506,3.700000047683716,111969,3506,31.899999618530273
2020,243,수원가톨릭대학교,대학,사립,경기,C그룹,179,135,44,11,25,37,130,382,170,121,49,11,35,35,145,396,0,17481,134,76,29,12,51,302,6130,4704,677,176,722,12409,0,0,8,6,2,43,37,15,0,4,120,10834,179,60.5,17481,179,97.69999694824219
2020,244,수원과학대학교,전문대학,사립,경기,B그룹,6256,6256,0,148,241,64,40,6749,5981,5981,0,144,182,62,105,6474,0,74285,910,0,78,48,0,1036,7693,0,1178,1214,0,10085,0,0,133,62,0,1,0,4,0,59,2245,7693,6256,1.2000000476837158,74285,6256,11.899999618530273
2020,245,수원대학교,대학,사립,경기,B그룹,10270,9372,898,355,638,141,425,11829,9876,9033,843,327,687,148,402,11440,0,273750,5216,92,122,64,8,5502,12375,994,1817,2244,40,17470,0,0,4920,2460,65,4,14,57,30,7,187,13369,10270,1.2999999523162842,273750,10270,26.700000762939453
2020,246,수원여자대학교,전문대학,사립,경기,B그룹,4262,4262,0,116,236,60,111,4785,4367,4367,0,116,211,61,31,4786,0,72101,1097,0,102,95,0,1294,9573,0,580,1902,25,12080,0,0,0,0,0,0,0,3,0,19,1371,9573,4262,2.200000047683716,72101,4262,16.899999618530273
2020,247,숙명여자대학교,대학,사립,서울,A그룹,12342,10146,2196,453,999,357,5431,19582,12391,10123,2268,453,1119,355,4762,19080,0,1801793,7572,1886,453,215,1559,11685,99957,34416,9536,3764,25139,172812,0,0,5052,2413,311,762,301,1603,172,90,1485,134373,12342,10.899999618530273,1801793,12342,146
2020,248,순복음대학원대학교,대학원대학,사립,서울,-,104,0,104,10,9,1,10,134,116,0,116,9,11,2,0,138,0,350,0,12,2,0,0,14,0,24,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,24,104,0.20000000298023224,350,104,3.4000000953674316
2020,249,순복음총회신학교,대학,사립,충북,C그룹,210,210,0,15,11,5,1,242,185,185,0,14,14,5,0,218,0,4,1,0,0,1,0,2,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,210,0,4,210,0
2020,250,순천제일대학교,전문대학,사립,전남,B그룹,2694,2694,0,76,123,69,14,2976,2551,2551,0,75,133,75,0,2834,0,9012,655,0,30,32,9,726,4294,0,346,438,69,5147,0,0,12,12,0,0,0,0,0,29,1062,4294,2694,1.600000023841858,9012,2694,3.299999952316284
2020,251,순천향대학교,대학,사립,충남,A그룹,11725,10724,1001,930,670,295,258,13878,11771,10755,1016,929,694,308,130,13832,0,821425,4971,202,404,175,37,5789,43636,3128,6508,3585,521,57378,0,0,1600,996,49,56,103,5635,231,31,1192,46764,11725,4,821425,11725,70.0999984741211
2020,252,숭실대학교,대학,사립,서울,A그룹,16211,13617,2594,513,940,266,20069,37999,16141,13613,2528,523,812,275,21913,39664,0,2337373,6675,1415,603,295,2610,11598,59373,19405,16981,5666,50670,152095,0,0,175,287,1344,220,321,523,224,73,1697,78778,16211,4.900000095367432,2337373,16211,144.1999969482422
2020,253,숭실사이버대학교,대학,사립,서울,B그룹,5935,5935,0,34,191,57,0,6217,6316,6316,0,35,172,59,0,6582,0,809,96,0,0,0,0,96,161,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,161,5935,0,809,5935,0.10000000149011612
2020,254,숭의여자대학교,전문대학,사립,서울,B그룹,3362,3362,0,79,156,42,0,3639,3396,3396,0,76,147,43,0,3662,0,56941,1194,0,56,46,0,1296,11346,0,628,717,258,12949,0,0,0,0,0,0,0,0,0,29,1266,11346,3362,3.4000000953674316,56941,3362,16.899999618530273
2020,255,신경주대학교,대학,사립,경북,C그룹,1207,1120,87,75,55,48,2,1387,1097,1013,84,66,51,54,0,1268,0,3625,148,8,25,34,2,217,1622,43,441,668,15,2789,0,0,403,332,0,9,39,5,13,7,177,1665,1207,1.399999976158142,3625,1207,3
2020,256,신구대학교,전문대학,사립,경기,A그룹,6607,6607,0,165,345,63,0,7180,6749,6749,0,173,311,62,0,7295,0,188539,1480,0,72,42,16,1610,11447,0,3806,1741,105,17099,0,0,0,0,0,0,0,1,0,72,2543,11447,6607,1.7000000476837158,188539,6607,28.5
2020,257,신라대학교,대학,사립,부산,B그룹,9645,8902,743,321,229,176,1845,12216,9607,8921,686,314,276,178,862,11237,0,73660,2911,213,305,152,135,3716,18489,2637,10566,2172,949,34813,0,0,5422,4062,1148,78,86,164,140,117,4110,21126,9645,2.200000047683716,73660,9645,7.599999904632568
2020,258,신성대학교,전문대학,사립,충남,B그룹,3921,3921,0,120,147,65,51,4304,3678,3678,0,118,193,66,40,4095,0,67458,1228,0,59,35,34,1356,7740,0,785,489,1574,10588,0,0,0,0,0,1,0,39,0,17,806,7740,3921,2,67458,3921,17.200000762939453
2020,259,신안산대학교,전문대학,사립,경기,B그룹,4144,4144,0,122,134,90,0,4490,4071,4071,0,120,159,96,0,4446,0,35598,965,0,27,55,0,1047,3109,0,972,773,0,4854,0,0,0,0,0,0,0,0,0,7,41,3109,4144,0.800000011920929,35598,4144,8.600000381469727
2020,260,신한대학교,대학,사립,경기,B그룹,6643,6395,248,228,310,271,11,7463,6754,6338,416,230,336,284,11,7615,0,344647,1835,12,101,118,8,2074,10322,91,1108,1245,49,12815,0,0,205,143,57,19,0,27,0,32,509,10413,6643,1.600000023841858,344647,6643,51.900001525878906
2020,261,신흥대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,262,실천신학대학원대학교,대학원대학,사립,경기,-,47,0,47,7,3,5,1,63,53,0,53,6,3,4,2,68,0,1480,0,35,6,1,2,44,0,306,129,4,7,446,0,0,5,6,8,0,0,1,0,0,0,306,47,6.5,1480,47,31.5
2020,263,아신대학교,대학,사립,경기,C그룹,1298,655,643,56,42,30,416,1842,1197,617,580,56,47,30,438,1768,0,6860,477,461,38,14,41,1031,5657,11024,473,100,580,17834,0,0,1124,562,140,24,3,20,6,4,300,16681,1298,12.899999618530273,6860,1298,5.300000190734863
2020,264,아주대학교,대학,사립,경기,A그룹,13986,9850,4136,725,708,277,10742,26438,13356,9547,3809,725,809,291,11656,26837,0,1586617,6156,1378,425,255,2106,10320,50565,15952,8873,4297,27178,106865,0,0,1911,1623,941,165,286,1478,1656,64,1064,66517,13986,4.800000190734863,1586617,13986,113.4000015258789
2020,265,아주자동차대학교,전문대학,사립,충남,C그룹,964,964,0,29,33,19,0,1045,910,910,0,26,27,16,0,979,0,1952,183,0,15,16,0,214,1192,0,218,134,0,1544,0,0,11,13,0,0,0,0,0,2,130,1192,964,1.2000000476837158,1952,964,2
2020,266,안동과학대학교,전문대학,사립,경북,B그룹,2674,2674,0,90,166,147,0,3077,2612,2612,0,88,153,140,0,2993,0,79494,543,0,28,73,0,644,4985,0,624,1021,0,6630,0,0,324,207,3,0,0,0,0,15,372,4985,2674,1.899999976158142,79494,2674,29.700000762939453
2020,267,안산대학교,전문대학,사립,경기,A그룹,4388,4388,0,119,200,65,47,4819,4550,4550,0,119,193,66,0,4928,0,146450,929,0,58,46,18,1051,4698,0,963,666,2191,8518,0,0,924,462,9,1,23,8,2,59,1784,4698,4388,1.100000023841858,146450,4388,33.400001525878906
2020,268,안양대학교,대학,사립,경기,B그룹,5409,4801,608,192,179,103,0,5883,5329,4810,519,189,189,110,0,5817,0,144235,1119,82,62,56,0,1319,3886,867,742,617,1399,7511,0,0,48,96,4,0,0,24,6,32,948,4753,5409,0.8999999761581421,144235,5409,26.700000762939453
2020,269,에스라성경대학원대학교,대학원대학,사립,경기,-,73,0,73,6,2,7,0,88,73,0,73,6,2,7,0,88,0,100,0,51,7,3,0,61,0,648,142,3,0,793,0,0,0,0,0,0,0,5,0,0,0,648,73,8.899999618530273,100,73,1.399999976158142
2020,270,여주대학교,전문대학,사립,경기,B그룹,5610,5610,0,156,274,108,959,7107,5357,5357,0,162,268,117,979,6883,0,122526,535,0,51,47,54,687,2759,0,868,697,1561,5885,0,0,14,0,0,0,0,0,0,0,0,2759,5610,0.5,122526,5610,21.799999237060547
2020,271,연성대학교,전문대학,사립,경기,A그룹,5974,5974,0,155,255,64,0,6448,6030,6030,0,155,243,74,0,6502,0,45612,5025,0,91,77,2,5195,12218,0,1174,888,58,14338,0,0,0,0,0,0,0,0,0,66,2349,12218,5974,2,45612,5974,7.599999904632568
2020,272,연세대학교,대학,사립,서울,A그룹,30301,19084,11217,1684,2588,899,8413,43885,30267,18924,11343,1724,3036,970,8428,44425,0,3045598,16303,7996,2087,2156,1517,30059,155942,141187,40679,25653,97523,460984,0,0,45454,29326,10665,6480,7157,3325,11669,369,9292,297129,30301,9.800000190734863,3045598,30301,100.5
2020,273,연세대학교(미래),대학,사립,강원,B그룹,8400,7421,979,397,421,215,510,9943,8289,7332,957,399,483,231,271,9673,0,360685,4924,541,296,404,190,6355,66071,20550,6429,7689,19489,120228,0,0,2373,4423,105,183,125,289,1065,42,1152,86621,8400,10.300000190734863,360685,8400,42.900001525878906
2020,274,연암공과대학교,전문대학,사립,경남,C그룹,1193,1193,0,37,53,46,0,1329,1207,1207,0,39,81,44,0,1371,0,132902,218,0,24,37,0,279,1915,0,327,757,0,2999,0,0,967,218,2,1,0,0,0,1,892,1915,1193,1.600000023841858,132902,1193,111.4000015258789
2020,275,연암대학교,전문대학,사립,충남,C그룹,1047,1047,0,33,56,86,2,1224,1105,1105,0,32,59,79,0,1275,0,32539,228,0,15,33,0,276,2283,0,80,247,0,2610,0,0,41,35,27,0,0,0,0,10,966,2283,1047,2.200000047683716,32539,1047,31.100000381469727
2020,276,영남대학교,대학,사립,경북,A그룹,23521,20960,2561,914,1110,533,3370,29448,22831,20457,2374,886,1078,537,3663,28995,0,40070,10386,1253,812,575,672,13698,70807,24726,17699,8065,9360,130657,0,0,2549,2232,3147,526,775,1463,1533,113,2614,95533,23521,4.099999904632568,40070,23521,1.7000000476837158
2020,277,영남사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,278,영남신학대학교,대학,사립,경북,C그룹,733,447,286,32,31,18,45,859,777,470,307,29,34,15,39,894,0,3100,287,281,26,16,18,628,2083,3451,685,117,212,6548,0,0,18,0,7,16,0,16,3,2,81,5534,733,7.5,3100,733,4.199999809265137
2020,279,영남외국어대학,전문대학,사립,경북,C그룹,535,535,0,23,22,13,0,593,503,503,0,16,22,11,0,552,0,0,122,0,0,0,0,122,159,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,159,535,0.30000001192092896,0,535,0
2020,280,영남이공대학교,전문대학,사립,대구,A그룹,5781,5781,0,145,460,138,0,6524,5911,5911,0,143,532,141,2,6729,0,97809,1147,0,47,77,2,1273,10928,0,715,1458,6,13107,0,0,0,0,0,0,0,3,2,31,1152,10928,5781,1.899999976158142,97809,5781,16.899999618530273
2020,281,영산대학교,대학,사립,경남,B그룹,7191,6889,302,242,330,134,142,8039,7225,6911,314,227,326,145,158,8081,0,139800,2235,25,152,116,25,2553,10244,176,2306,984,3262,16972,0,0,120,192,100,12,41,151,4,5,248,10420,7191,1.399999976158142,139800,7191,19.399999618530273
2020,282,영산선학대학교,대학,사립,전남,C그룹,33,33,0,11,2,7,16,69,29,29,0,12,1,6,10,58,0,2948,32,0,12,11,4,59,740,0,317,73,13,1143,0,0,121,2,37,0,0,0,3,2,15,740,33,22.399999618530273,2948,33,89.30000305175781
2020,283,영진전문대학교,전문대학,사립,대구,A그룹,8252,8252,0,213,494,130,3300,12389,7988,7988,0,216,508,133,0,8845,0,309663,1825,0,126,99,43,2093,11579,0,1527,1317,3373,17796,0,0,815,1048,1,0,0,5,0,68,2591,11579,8252,1.399999976158142,309663,8252,37.5
2020,284,예명대학원대학교,대학원대학,사립,서울,-,333,0,333,7,23,7,15,385,240,0,240,8,12,8,14,282,0,338,0,13,3,0,0,16,0,28,14,0,0,42,0,0,0,0,0,0,0,0,0,0,0,28,333,0.10000000149011612,338,333,1
2020,285,예수대학교,대학,사립,전북,C그룹,575,567,8,22,12,22,85,716,559,551,8,21,15,22,94,711,0,9232,197,8,15,19,20,259,53800,90,223,238,203,54554,0,0,28,81,49,17,0,7,6,5,288,53890,575,93.69999694824219,9232,575,16.100000381469727
