연도,번호,학교명,학교유형,설립,지역,대학규모,직원_정규직_전담_1급 정사서,직원_정규직_전담_2급 정사서,직원_정규직_전담_준사서,직원_정규직_전담_미소지자,직원_정규직_전담_계,직원_정규직_겸직_1급 정사서,직원_정규직_겸직_2급 정사서,직원_정규직_겸직_준사서,직원_정규직_겸직_미소지자,직원_정규직_겸직_계,직원_비정규직_전담_1급 정사서,직원_비정규직_전담_2급 정사서,직원_비정규직_전담_준사서,직원_비정규직_전담_미소지자,직원_비정규직_전담_계,직원_비정규직_겸직_1급 정사서,직원_비정규직_겸직_2급 정사서,직원_비정규직_겸직_준사서,직원_비정규직_겸직_미소지자,직원_비정규직_겸직_계,직원_합계_전담_1급 정사서,직원_합계_전담_2급 정사서,직원_합계_전담_준사서,직원_합계_전담_미소지자,직원_합계_전담_계,직원_합계_겸직_1급 정사서,직원_합계_겸직_2급 정사서,직원_합계_겸직_준사서,직원_합계_겸직_미소지자,직원_합계_겸직_계,직원_합계_계_1급 정사서,직원_합계_계_2급 정사서,직원_합계_계_준사서,직원_합계_계_미소지자,직원_합계_계_계,직원교육현황_참여시간,직원교육현황_참여인원,"재학생 1,000명당 도서관 직원수_정규직_사서","재학생 1,000명당 도서관 직원수_정규직_비사서","재학생 1,000명당 도서관 직원수_비정규직_사서","재학생 1,000명당 도서관 직원수_비정규직_비사서","재학생 1,000명당 도서관 직원수_재학생수(전년도)","재학생 1,000명당 도서관 직원수_재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수_사서직원수 정규직","재학생 1,000명당 사서 직원수_사서직원수 비정규직","재학생 1,000명당 사서 직원수_재학생수(전년도)","재학생 1,000명당 사서 직원수_재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간_교육 참여시간,직원 1인당 평균 교육 참여 시간_도서관직원수 정규직,직원 1인당 평균 교육 참여 시간_도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간_직원 1인당 평균 교육 참여 시간
2019,334,조선간호대학교,전문대학,사립,광주,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,45.5,2,0,0,1,0,791,1,0,1,791,1.2999999523162842,45.5,0,1,45.5
2019,335,조선대학교,대학,사립,광주,A그룹,1,13,0,1,15,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,15,0,1,17,0,0,0,0,0,1,15,0,1,17,2539.5,735,14,1,2,0,21414,0.800000011920929,14,2,21414,0.699999988079071,2539.5,15,2,149.39999389648438
2019,336,조선이공대학교,전문대학,사립,광주,B그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,63,3,1,0,1,0,3378,0.5,1,1,3378,0.6000000238418579,63,1,1,31.5
2019,337,주안대학원대학교,대학원대학,사립,인천,-,0,0,0,0,0,1,0,0,0,1,0,0,0,0.30000001192092896,0.30000001192092896,0,0,0,0,0,0,0,0,0.30000001192092896,0.30000001192092896,1,0,0,0,1,1,0,0,0.30000001192092896,1.2999999523162842,35,1,1,0,0,0.30000001192092896,74,15.5,1,0,74,13.5,35,1,0.30000001192092896,26.899999618530273
2019,338,중부대학교,대학,사립,충남,B그룹,0,3,0,0,3,0,0,0,0,0,0,5,0,6,11,0,0,0,0,0,0,8,0,6,14,0,0,0,0,0,0,8,0,6,14,184.5,30,3,0,5,6,9523,1.100000023841858,3,5,9523,0.800000011920929,184.5,3,11,13.199999809265137
2019,339,중앙대학교,대학,사립,서울,A그룹,7,9,0,1,17,0,0,0,0,0,1,19,1,0,21,0,0,0,0,0,8,28,1,1,38,0,0,0,0,0,8,28,1,1,38,1157,179,16,1,21,0,29014,1.2000000476837158,16,21,29014,1.2999999523162842,1157,17,21,30.399999618530273
2019,340,중앙승가대학교,대학,사립,경기,C그룹,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,2,3,40,3,1,2,0,0,227,11.5,1,0,227,4.400000095367432,40,3,0,13.300000190734863
2019,341,중원대학교,대학,사립,충북,C그룹,0,2,0,3,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,3,0,3,6,203,30,2,3,1,0,4142,1.2999999523162842,2,1,4142,0.699999988079071,203,5,1,33.79999923706055
2019,342,진주교육대학교,대학,국립,경남,C그룹,0,2,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,1,0,1,0,2,1,1,4,358.79998779296875,125,3,1,0,0,1754,2.200000047683716,3,0,1754,1.7000000476837158,358.79998779296875,4,0,89.69999694824219
2019,343,진주보건대학교,전문대학,사립,경남,B그룹,1,0,0,0,1,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,2,0,1,1,4,99,7,1,0,2,1,2789,1.100000023841858,1,2,2789,1.100000023841858,99,1,3,24.799999237060547
2019,344,차의과학대학교,대학,사립,경기,C그룹,0,2,0,1,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,4,0,1,5,139.5,13,2,1,2,0,3395,1.2999999523162842,2,2,3395,1.2000000476837158,139.5,3,2,27.899999618530273
2019,345,창신대학교,대학,사립,경남,C그룹,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,0,3,57,2,1,0,2,0,1987,1.2999999523162842,1,2,1987,1.5,57,1,2,19
2019,346,창원문성대학교,전문대학,사립,경남,C그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,53,5,1,1,0,0,3156,0.6000000238418579,1,0,3156,0.30000001192092896,53,2,0,26.5
2019,347,청강문화산업대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,2,1,0,3,77.5,15,1,0,2,0,3631,0.699999988079071,1,2,3631,0.800000011920929,77.5,1,2,25.799999237060547
2019,348,청암대학교,전문대학,사립,전남,B그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,61,3,1,1,0,0,2757,0.699999988079071,1,0,2757,0.4000000059604645,61,2,0,30.5
2019,349,청운대학교,대학,사립,충남,B그룹,0,4,0,1,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,9,0,1,10,0,0,0,0,0,0,9,0,1,10,375,52,4,1,5,0,6835,1.2999999523162842,4,5,6835,1.2999999523162842,375,5,5,37.5
2019,350,청주교육대학교,대학,국립,충북,C그룹,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,2,1,0,0,3,114,8,3,0,0,0,1626,1.7999999523162842,3,0,1626,1.7999999523162842,114,3,0,38
2019,351,청주대학교,대학,사립,충북,A그룹,1,4,0,0,5,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,1,14,0,0,15,0,0,0,0,0,1,14,0,0,15,1142,254,5,0,10,0,11378,1.100000023841858,5,10,11378,1.2999999523162842,1142,5,10,76.0999984741211
2019,352,초당대학교,대학,사립,전남,C그룹,1,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,4,0,0,0,0,0,1,2,0,1,4,673,18,3,0,0,1,3443,1,3,0,3443,0.8999999761581421,673,3,1,168.3000030517578
2019,353,총신대학교,대학,사립,서울,C그룹,0,1,0,2,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,2,6,0,0,0,0,0,0,4,0,2,6,295.5,22,1,2,3,0,3958,1.2999999523162842,1,3,3958,1,295.5,3,3,49.29999923706055
2019,354,추계예술대학교,대학,사립,서울,C그룹,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,135,11,2,1,0,0,1315,2.0999999046325684,2,0,1315,1.5,135,3,0,45
2019,355,춘천교육대학교,대학,국립,강원,C그룹,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,0,3,286.5,13,3,0,0,0,1733,1.7000000476837158,3,0,1733,1.7000000476837158,286.5,3,0,95.5
2019,356,춘해보건대학교,전문대학,사립,울산,B그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,58.5,10,1,1,0,0,2667,0.699999988079071,1,0,2667,0.4000000059604645,58.5,2,0,29.299999237060547
2019,357,충남대학교,대학,국립,대전,A그룹,16,13.5,0,1,30.5,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,16,14.5,0,3,33.5,0,0,0,0,0,16,14.5,0,3,33.5,2573,390,29.5,1,1,2,23125,1.399999976158142,29.5,1,23125,1.2999999523162842,2573,30.5,3,76.80000305175781
2019,358,충남도립대학교,전문대학,공립,충남,C그룹,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,2,204,29,2,0,0,0,1112,1.7999999523162842,2,0,1112,1.7999999523162842,204,2,0,102
2019,359,충북대학교,대학,국립,충북,A그룹,7,14,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,5,26,0,0,0,0,0,7,14,0,5,26,2280.800048828125,540,21,5,0,0,17378,1.399999976158142,21,0,17378,1.2000000476837158,2280.800048828125,26,0,87.69999694824219
2019,360,충북도립대학교,전문대학,공립,충북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,78,9,1,0,0,0,856,1.2000000476837158,1,0,856,1.2000000476837158,78,1,0,78
2019,361,충북보건과학대학교,전문대학,사립,충북,B그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,72.5,6,1,1,0,0,2768,0.699999988079071,1,0,2768,0.4000000059604645,72.5,2,0,36.29999923706055
2019,362,충청대학교,전문대학,사립,충북,B그룹,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,3,0,0,3,153.5,17,3,0,0,0,4390,0.699999988079071,3,0,4390,0.699999988079071,153.5,3,0,51.20000076293945
2019,363,치유상담대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,22,2,1,0,0,0,165,6.099999904632568,1,0,165,6.099999904632568,22,1,0,22
2019,364,칼빈대학교,대학,사립,경기,C그룹,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2,79,9,2,0,0,0,1106,1.7999999523162842,2,0,1106,1.7999999523162842,79,2,0,39.5
2019,365,탐라대학교,대학,사립,제주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,366,평택대학교,대학,사립,경기,C그룹,1,0,0,1,2,0,1,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,4,5,0,1,0,0,1,1,1,0,4,6,218,105,2,1,0,3,4286,1,2,0,4286,0.5,218,3,3,36.29999923706055
2019,367,포항공과대학교,대학,사립,경북,C그룹,1,3,2,0,6,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1,3,3,2,9,0,0,0,0,0,1,3,3,2,9,1010,111,6,0,1,2,3195,2.4000000953674316,6,1,3195,2.200000047683716,1010,6,3,112.19999694824219
2019,368,포항대학교,전문대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,27,1,1,0,0,0,1877,0.5,1,0,1877,0.5,27,1,0,27
2019,369,한경국립대학교,대학,국립,경기,B그룹,3,4,0,1,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,1,9,0,0,0,0,0,3,5,0,1,9,679,161,7,1,1,0,7097,1.2000000476837158,7,1,7097,1.100000023841858,679,8,1,75.4000015258789
2019,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,0,4,0,0,4,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,6.5,0,0,6.5,0,0,0,0,0,0,6.5,0,0,6.5,185.8000030517578,15,4,0,2.5,0,707,8.5,4,2.5,707,9.199999809265137,185.8000030517578,4,2.5,28.600000381469727
2019,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,33,2,1,0,0,0,450,2.200000047683716,1,0,450,2.200000047683716,33,1,0,33
2019,372,한국공학대학교,대학,사립,경기,B그룹,0,1,0,2,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,7,0,2,9,0,0,0,0,0,0,7,0,2,9,465.5,34,1,2,6,0,7385,1,1,6,7385,0.8999999761581421,465.5,3,6,51.70000076293945
2019,373,한국과학기술원,대학,국립,대전,A그룹,6,9,0,5,20,0,0,0,0,0,0,7,0,7,14,0,0,0,0,0,6,16,0,12,34,0,0,0,0,0,6,16,0,12,34,1095,235,15,5,7,7,10595,2.700000047683716,15,7,10595,2.0999999046325684,1095,20,14,32.20000076293945
2019,374,한국관광대학교,전문대학,사립,경기,C그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,91.5,16,2,0,0,1,1950,1.2999999523162842,2,0,1950,1,91.5,2,1,30.5
2019,375,한국교원대학교,대학,국립,충북,B그룹,4,6,0,0,10,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,4,9,0,1,14,0,0,0,0,0,4,9,0,1,14,708,132,10,0,3,1,5798,2.200000047683716,10,3,5798,2.200000047683716,708,10,4,50.599998474121094
2019,376,한국국제대학교,대학,사립,경남,C그룹,0,2,0,1,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,2,2,0,2,0,3,5,69,3,2,3,0,0,2905,1.5,2,0,2905,0.699999988079071,69,5,0,13.800000190734863
2019,377,한국기술교육대학교,대학,사립,충남,C그룹,0,0.699999988079071,0,1.7000000476837158,2.4000000953674316,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3.700000047683716,0,2.700000047683716,6.400000095367432,0,0,0,0,0,0,3.700000047683716,0,2.700000047683716,6.400000095367432,221.5,64,0.7000000476837158,1.7000000476837158,3,1,4870,1,0.7000000476837158,3,4870,0.800000011920929,221.5,2.4000000953674316,4,34.599998474121094
2019,378,한국농수산대학교,전문대학,국립,전북,C그룹,0,1,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,111,20,1,1,2,0,1504,2.299999952316284,1,2,1504,2,111,2,2,27.799999237060547
2019,379,한국방송통신대학교,대학,국립,서울,A그룹,7,19,0,7,33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,19,0,7,33,0,1,0,0,1,7,20,0,7,34,1504,224,27,7,0,0,112743,0.30000001192092896,27,0,112743,0.20000000298023224,1504,34,0,44.20000076293945
2019,380,한국복지사이버대학교,전문대학,사립,경북,B그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,27,7,0,1,0,0,1804,0.4000000059604645,0,0,1804,0,27,1,0,27
2019,381,한국상담대학원대학교,대학원대학,사립,서울,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,36.5,2,1,0,0,0,135,7.400000095367432,1,0,135,7.400000095367432,36.5,1,0,36.5
2019,382,한국성서대학교,대학,사립,서울,C그룹,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,2,1,0,0,3,106,12,3,0,0,0,1291,2.299999952316284,3,0,1291,2.299999952316284,106,3,0,35.29999923706055
2019,383,한국승강기대학교,전문대학,사립,경남,C그룹,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,3,0,1,0,2,3,114,4,1,1,0,1,647,3.5999999046325684,1,0,647,1.5,114,2,1,38
2019,384,한국에너지공과대학교,대학,국립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,385,한국열린사이버대학교,대학,사립,서울,B그룹,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,2,0,0,4809,0.30000001192092896,0,0,4809,0,0,2,0,0
2019,386,한국영상대학교,전문대학,사립,세종,B그룹,0,1,0,0,1,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,2,3,0,1,0,0,1,0,2,0,2,4,202,27,2,0,0,2,3543,0.800000011920929,2,0,3543,0.6000000238418579,202,2,2,50.5
2019,387,한국예술종합학교,대학,국립,서울,C그룹,0,7,0,0,7,0,0,0,0,0,0,8,0,1,9,0,0,0,0,0,0,15,0,1,16,0,0,0,0,0,0,15,0,1,16,511,77,7,0,8,1,2693,5.199999809265137,7,8,2693,5.599999904632568,511,7,9,31.899999618530273
2019,388,한국외국어대학교,대학,사립,서울,A그룹,1,16,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,2,21,0,0,0,0,0,1,16,2,2,21,891,108,19,2,0,0,19919,1,19,0,19919,1,891,21,0,42.400001525878906
2019,389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,40,2,1,0,0,0,98,10.199999809265137,1,0,98,10.199999809265137,40,1,0,40
2019,390,한국전통문화대학교,대학,국립,충남,C그룹,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,8,0,0,8,447.3999938964844,18,3,0,5,0,687,10.199999809265137,3,5,687,11.600000381469727,447.3999938964844,3,5,55.900001525878906
2019,391,한국정보통신대학교,대학,사립,대전,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,392,한국철도대학,전문대학,국립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,393,한국체육대학교,대학,국립,서울,C그룹,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,2,2,0,0,4,168.5,19,4,0,0,0,3122,1.2999999523162842,4,0,3122,1.2999999523162842,168.5,4,0,42.099998474121094
2019,394,한국침례신학대학교,대학,사립,대전,C그룹,0,2,0,2,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2,0,7,9,0,0,0,0,0,0,2,0,7,9,275,39,2,2,0,5,2212,2.799999952316284,2,0,2212,0.8999999761581421,275,4,5,30.600000381469727
2019,395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,504,1,0,0,504,0,0,0,1,0
2019,396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,107,6,0,1,0,0,1432,0.6000000238418579,0,0,1432,0,107,1,0,107
2019,397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,905,0.8999999761581421,0,0,905,0,0,1,0,0
2019,398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,42,0,0,0,0,0
2019,399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,4,4,0,0,0,1,0,3,2262,1,0,0,2262,0,0,1,3,0
2019,401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,6,1,0,1,0,0,122,6.599999904632568,0,0,122,0,6,1,0,6
2019,403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,51,0,0,0,0,0
2019,404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,377,1.2999999523162842,0,0,377,0,0,0,1,0
2019,405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,0,0,0,970,0,0,0,0,0
2019,406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,530,1.5,0,0,530,0,0,1,0,0
2019,407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,801,1.600000023841858,0,0,801,0,0,1,1,0
2019,408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,251,2,0,0,251,0,0,0,1,0
2019,409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,0,0,0,882,0,0,0,0,0
2019,410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,0,0
2019,411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5,1,0,1,0,0,98,8.199999809265137,0,0,98,0,5,1,0,5
2019,412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,239,3.299999952316284,0,0,239,0,0,1,0,0
2019,413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,516,0,0,0,516,0,27,0,0,0
2019,414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,4,1,2,0,0,0,548,3.5999999046325684,2,0,548,3.5999999046325684,4,2,0,2
2019,415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,54,29,0,1,0,0,967,0.800000011920929,0,0,967,0,54,1,0,54
2019,416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,267,3,0,0,267,0,0,1,0,0
2019,417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,7,1,0,1,0,0,54,14.800000190734863,0,0,54,0,7,1,0,7
2019,418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,1,957,1.399999976158142,0,0,957,0,0,1,1,0
