YR,ID,SNM,STYP,FND,RGN,USC,VUC_VTC_PYR_SC,VUC_VTC_PYR_UGRD,VUC_VTC_PYR_GRAD,VUC_VTC_PYR_FFAC,VUC_VTC_PYR_PFAC,VUC_VTC_PYR_STF,VUC_VTC_PYR_OTH,VUC_VTC_PYR_SUM,VUC_VTC_CYR_SC,VUC_VTC_CYR_UGRD,VUC_VTC_CYR_GRAD,VUC_VTC_CYR_FFAC,VUC_VTC_CYR_PFAC,VUC_VTC_CYR_STF,VUC_VTC_CYR_OTH,VUC_VTC_CYR_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_OEU_EDC,UE_OEU_EP,UE_REU_EDC,UE_REU_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS
2022,407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,730,730,0,34,31,41,0,836,709,709,0,35,29,41,0,814,0,836,93,0,3,2,7,105,168,0,12,16,11,207,0,0,0,0,0,0,0,0,0,0,0,0,0,168,730,0.2000000029802322,836,730,1.100000023841858
2022,408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,187,187,0,16,11,25,10,249,177,177,0,12,18,24,10,241,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0.0,10,187,0.1000000014901161
2022,409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,832,832,0,45,44,49,0,970,808,808,0,54,48,54,0,964,0,1620,70,0,4,3,0,77,168,0,33,11,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,168,832,0.2000000029802322,1620,832,1.899999976158142
2022,410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,21,21,0,5,2,33,362,423,14,14,0,6,1,35,339,395,0,2508,0,0,2,17,13,32,0,0,10,88,27,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0,2508,21,119.4000015258789
2022,411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,118,118,0,11,9,43,0,181,131,131,0,10,6,40,0,187,0,79,6,0,3,8,0,17,16,0,11,52,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,16,118,0.1000000014901161,79,118,0.699999988079071
2022,412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,200,200,0,17,13,35,0,265,165,165,0,14,14,36,0,229,0,200,59,0,4,11,0,74,128,0,28,23,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,128,200,0.6000000238418579,200,200,1.0
2022,413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,417,417,0,27,17,32,635,1128,407,407,0,25,24,28,25,509,0,95,25,0,10,1,0,36,28,0,10,1,0,39,0,0,0,0,0,0,0,0,0,4,159,0,0,28,417,0.1000000014901161,95,417,0.2000000029802322
2022,414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,489,489,0,37,26,45,0,597,494,494,0,34,24,30,0,582,0,205,40,0,20,10,0,70,40,0,20,10,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,40,489,0.1000000014901161,205,489,0.4000000059604645
2022,415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,540,540,0,34,28,52,1,655,533,533,0,39,30,37,38,677,0,296,188,0,43,22,0,253,188,0,44,21,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,188,540,0.3000000119209289,296,540,0.5
2022,416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,172,172,0,23,23,32,0,250,183,183,0,25,17,29,0,254,0,28,28,0,0,0,0,28,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,41,172,0.2000000029802322,28,172,0.2000000029802322
2022,417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,41,41,0,3,5,30,0,79,48,48,0,2,7,31,0,88,0,5,0,0,0,3,0,3,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.0,5,41,0.1000000014901161
2022,418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,5,5,0,1,1,32,0,39,0,50,60,0,10,5,0,75,180,0,40,15,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0.0,50,0,0.0
2022,419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,840,840,0,39,37,46,0,962,726,726,0,40,37,43,0,846,0,48,5,0,4,10,0,19,6,0,40,53,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,6,840,0.0,48,840,0.1000000014901161
2022,420,한국폴리텍Ⅶ대학울산캠퍼스,전문대학,사립,울산,C그룹,696,696,0,27,41,47,0,811,661,661,0,27,48,47,0,783,0,2737,6,0,4,5,0,15,18,0,14,28,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,18,696,0.0,2737,696,3.900000095367432
2022,421,한국폴리텍Ⅶ대학진주캠퍼스,전문대학,사립,경남,C그룹,0,0,0,0,0,0,0,0,8,8,0,3,0,24,0,35,0,23,9,0,4,5,0,18,38,0,36,0,31,105,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0.0,23,0,0.0
2022,422,한국폴리텍Ⅶ대학창원캠퍼스,전문대학,사립,경남,C그룹,1379,1379,0,58,81,72,0,1590,1409,1409,0,58,81,61,0,1609,0,7230,190,0,15,8,0,213,750,0,157,108,3,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1379,0.5,7230,1379,5.199999809265137
2022,423,한국폴리텍특성화 로봇캠퍼스,전문대학,사립,경북,C그룹,98,98,0,12,2,20,0,132,124,124,0,11,10,25,0,170,0,4800,6,0,1,3,0,10,40,0,2,14,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,40,98,0.4000000059604645,4800,98,49.0
2022,424,한국폴리텍특성화 바이오캠퍼스,전문대학,사립,충남,C그룹,404,404,0,36,13,40,0,493,391,391,0,35,16,37,0,479,0,80,28,0,0,0,0,28,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,404,0.2000000029802322,80,404,0.2000000029802322
2022,425,한국폴리텍특성화 반도체융합캠퍼스,전문대학,사립,경기,C그룹,583,583,0,32,40,39,0,694,545,545,0,29,44,41,0,659,0,690,20,0,0,5,0,25,36,0,0,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,36,583,0.1000000014901161,690,583,1.2000000476837158
2022,426,한국폴리텍특성화 항공캠퍼스,전문대학,사립,경남,C그룹,454,454,0,22,21,38,0,535,411,411,0,20,21,36,340,828,0,5,4,0,0,1,0,5,9,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,454,0.0,5,454,0.0
2022,427,한국학대학원,대학원대학,국립,경기,-,262,0,262,49,4,10,0,325,245,0,245,48,8,10,0,311,0,11000,0,366,52,114,45,577,0,16851,2621,1701,0,21173,0,0,926,756,252,254,459,124,58,3,102,3,400,16851,262,64.30000305175781,11000,262,42.0
2022,428,한국항공대학교,대학,사립,경기,C그룹,4405,3816,589,172,120,254,175,5126,4645,4075,570,170,135,275,86,5311,0,13450,542,173,55,75,32,877,2241,1128,547,798,1006,5720,0,0,121,805,28,40,7,112,13,12,15,0,0,3369,4405,0.800000011920929,13450,4405,3.0999999046325684
2022,429,한남대학교,대학,사립,대전,A그룹,11959,10858,1101,452,576,229,741,13957,12202,11168,1034,420,557,236,762,14177,0,115388,2051,268,254,81,288,2942,16011,3077,5436,1321,4454,30299,0,0,2312,452,75,340,189,413,60,2,41,26,1816,19088,11959,1.600000023841858,115388,11959,9.600000381469728
2022,430,한동대학교,대학,사립,경북,C그룹,4352,3955,397,149,228,161,0,4890,4344,3926,418,153,231,170,6,4904,0,321536,3023,263,174,118,2,3580,29344,2705,2991,2052,5566,42658,0,0,365,427,248,0,0,159,20,26,132,0,0,32049,4352,7.400000095367432,321536,4352,73.9000015258789
2022,431,한라대학교,대학,사립,강원,C그룹,3448,3420,28,132,124,95,0,3799,3184,3156,28,125,136,92,1,3538,0,43043,138,2,36,63,1,240,557,5,467,715,1005,2749,0,0,4,47,13,1,0,15,0,0,0,1,286,562,3448,0.2000000029802322,43043,3448,12.5
2022,432,한려대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,433,한림국제대학원대학교,대학원대학,사립,서울,-,245,0,245,12,90,12,0,359,246,0,246,11,97,13,0,367,0,50,0,0,4,2,0,6,0,0,10,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0.0,50,245,0.2000000029802322
2022,434,한림대학교,대학,사립,강원,B그룹,8500,7806,694,759,553,287,2417,12516,8290,7568,722,763,592,255,183,10083,0,281000,2860,246,341,147,258,3852,18870,2048,7109,2417,14233,44677,0,0,702,421,281,108,214,396,115,0,0,1,412,20918,8500,2.5,281000,8500,33.099998474121094
2022,435,한림성심대학교,전문대학,사립,강원,B그룹,2780,2780,0,81,182,66,1596,4705,2761,2761,0,81,182,47,1540,4611,0,26331,861,0,36,38,3,938,15600,0,383,378,224,16585,0,0,0,0,149,16,15,7,1,0,0,0,0,15600,2780,5.599999904632568,26331,2780,9.5
2022,436,한민학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,437,한반도국제대학원대학교,대학원대학,사립,서울,-,73,0,73,4,6,4,0,87,78,0,78,4,5,4,2,93,0,410,0,30,0,0,17,47,0,88,0,0,33,121,0,0,10,13,33,0,0,0,0,2,45,0,0,88,73,1.2000000476837158,410,73,5.599999904632568
2022,438,한북대학교,대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,439,한서대학교,대학,사립,충남,B그룹,7300,6809,491,273,223,106,52,7954,7050,6542,508,264,210,189,76,7789,0,9891,238,20,42,38,1,339,8450,276,1313,967,86,11092,0,0,95,243,18,4,19,35,5,0,0,1,135,8726,7300,1.2000000476837158,9891,7300,1.399999976158142
2022,440,한성대학교,대학,사립,서울,B그룹,7478,6610,868,263,403,265,1323,9732,7662,6840,822,265,423,274,1176,9800,0,116561,1954,177,253,230,226,2840,28274,6472,5648,5190,3645,49229,0,0,1109,809,345,32,557,187,37,114,3555,18,546,34746,7478,4.599999904632568,116561,7478,15.600000381469728
2022,441,한세대학교,대학,사립,경기,C그룹,3255,2561,694,121,335,85,245,4041,3119,2494,625,117,322,87,253,3898,0,14364,218,118,18,38,32,424,1787,1362,506,596,1016,5267,0,0,25,115,82,33,34,34,11,12,180,0,0,3149,3255,1.0,14364,3255,4.400000095367432
2022,442,한신대학교,대학,사립,경기,B그룹,5776,5410,366,190,238,151,505,6860,5692,5301,391,182,253,141,412,6680,0,31886,443,241,167,101,54,1006,3157,3183,3643,2168,9685,21836,0,0,10,53,344,36,124,19,33,25,176,1,41,6340,5776,1.100000023841858,31886,5776,5.5
2022,443,한양대학교,대학,사립,서울,A그룹,23581,15800,7781,1067,2123,714,25952,53437,23338,15448,7890,1138,2234,745,25140,52595,0,578573,5047,3126,614,523,555,9865,59931,41980,15301,8906,14806,140924,0,0,2130,10903,2854,170,271,491,1348,91,1896,17,2163,101911,23581,4.300000190734863,578573,23581,24.5
2022,444,한양대학교(ERICA),대학,사립,경기,A그룹,11052,9480,1572,383,946,282,185,12848,11323,9707,1616,393,979,303,199,13197,0,325029,2766,741,250,260,88,4105,30545,10052,5920,3673,3889,54079,0,0,435,2715,246,2621,5966,126,314,103,8190,6,2570,40597,11052,3.700000047683716,325029,11052,29.399999618530277
2022,445,한양여자대학교,전문대학,사립,서울,A그룹,6627,6627,0,178,449,93,22,7369,6895,6895,0,174,473,106,26,7674,0,13764,747,0,71,72,26,916,17342,0,2201,1565,494,21602,0,0,169,170,82,0,0,7,2,67,318,1,1276,17342,6627,2.5999999046325684,13764,6627,2.0999999046325684
2022,446,한영대학교,전문대학,사립,전남,C그룹,1392,1392,0,39,74,29,0,1534,1424,1424,0,39,76,30,0,1569,0,1921,407,0,12,9,4,432,1567,0,112,70,4,1753,0,0,142,321,0,0,0,0,0,3,601,0,0,1567,1392,1.100000023841858,1921,1392,1.399999976158142
2022,447,한일장신대학교,대학,사립,전북,C그룹,1115,856,259,44,84,29,94,1366,1093,860,233,44,87,28,100,1352,0,44064,183,125,30,17,24,379,1190,2051,479,253,2691,6664,0,0,30,30,15,28,37,7,19,2,28,0,0,3241,1115,2.900000095367432,44064,1115,39.5
2022,448,한중대학교,대학,사립,강원,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,449,합동신학대학원대학교,대학원대학,사립,경기,-,295,0,295,18,27,15,3306,3661,285,0,285,18,28,14,3441,3786,0,18312,0,297,31,14,177,519,0,11592,769,268,3520,16149,0,0,198,471,343,24,23,32,23,2,124,0,0,11592,295,39.29999923706055,18312,295,62.09999847412109
2022,450,해군사관학교,기타,기타,경남,-,0,0,0,0,0,0,953,953,0,0,0,0,0,0,953,953,0,27789,438,0,72,317,104,931,3410,0,1565,4804,226205,235984,0,0,0,0,0,211,7,19,4,8,348,0,0,3410,0,0.0,27789,0,0.0
2022,451,협성대학교,대학,사립,경기,C그룹,4550,4180,370,155,189,88,221,5203,4359,4029,330,149,194,73,220,4995,0,13239,233,74,67,33,4,411,6360,1146,868,586,609,9569,0,0,1088,651,0,23,25,3,5,0,0,3,225,7506,4550,1.600000023841858,13239,4550,2.900000095367432
2022,452,혜전대학교,전문대학,사립,충남,B그룹,2451,2451,0,75,168,55,55,2804,2379,2379,0,76,173,56,0,2684,0,66740,291,0,29,25,0,345,2205,0,231,286,4,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,2451,0.8999999761581421,66740,2451,27.200000762939453
2022,453,호남대학교,대학,사립,광주,B그룹,7786,6890,896,292,109,123,832,9142,7865,7002,863,288,113,130,712,9108,0,28807,560,58,112,69,39,838,10709,625,1488,1141,410,14373,0,0,175,287,7,30,110,100,20,19,906,0,0,11334,7786,1.5,28807,7786,3.700000047683716
2022,454,호남신학대학교,대학,사립,광주,C그룹,851,490,361,36,63,15,252,1217,818,494,324,37,80,15,307,1257,0,24177,82,136,29,4,35,286,891,3799,634,68,500,5892,0,0,30,40,0,0,0,1,8,1,21,40,78,4690,851,5.5,24177,851,28.399999618530277
2022,455,호산대학교,전문대학,사립,경북,C그룹,1890,1890,0,60,117,42,17,2126,1816,1816,0,59,101,37,0,2013,0,13156,158,0,33,82,0,273,366,0,72,103,10,551,0,0,0,0,0,7,7,0,0,0,0,0,0,366,1890,0.2000000029802322,13156,1890,7.0
2022,456,호서대학교,대학,사립,충남,A그룹,13661,12108,1553,544,337,239,4773,19554,13145,11758,1387,510,331,301,6036,20323,0,180208,1287,163,204,168,940,2762,7804,1946,5623,2831,11965,30169,0,0,10,19,21,136,54,246,42,70,624,1,47,9750,13661,0.699999988079071,180208,13661,13.199999809265137
2022,457,호원대학교,대학,사립,전북,B그룹,5273,5273,0,160,392,97,61,5983,5362,5362,0,150,454,95,60,6121,0,60557,605,0,56,67,4,732,4075,0,1294,957,3738,10064,0,0,87,166,1,5,33,0,1,17,419,20,36,4075,5273,0.800000011920929,60557,5273,11.5
2022,458,홍익대학교,대학,사립,서울,A그룹,21630,17792,3838,775,679,454,4890,28428,21656,17548,4108,750,760,465,6242,29873,0,324796,6700,1748,437,334,354,9573,77515,36734,6182,5827,4926,131184,0,0,4627,7252,1203,1203,1117,139,381,91,1174,0,0,114249,21630,5.300000190734863,324796,21630,15.0
2022,459,화성의과학대학교,대학,사립,경기,C그룹,467,467,0,37,27,14,0,545,374,374,0,34,26,16,0,450,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0.0,450,467,1.0
2022,460,화신사이버대학교,대학,사립,부산,C그룹,1583,1583,0,10,21,24,16,1654,1581,1581,0,9,32,23,37,1682,0,4392,251,0,6,0,36,293,977,0,30,0,106,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,977,1583,0.6000000238418579,4392,1583,2.799999952316284
2022,461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,406,0,406,21,31,21,37,516,370,0,370,20,34,20,54,498,0,18556,0,216,28,5,23,272,0,6406,765,77,743,7991,0,0,70,27,41,20,23,46,11,8,148,0,0,6406,406,15.800000190734863,18556,406,45.70000076293945
