YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
2015,29,단국대학교,44.2,107,대학,사립,경기,A그룹,1.7999999523162842,0,4336950000,64.9000015258789,1842181,0,55.400001525878906,16,906,93,1498257000,1.2999999523162842,1.100000023841858,836,189,1.2999999523162842,0,1498257000,9.199999809265137,6000
2015,30,서울시립대학교,44.17,209,대학,공립,서울,A그룹,1.899999976158142,1647000000,146457501000,76.0999984741211,928415,142170.4,35,12,1735,140,131912863000,23.799999237060547,1.2999999523162842,9613,1844,23.799999237060547,1541980469,131912863000,3.5,22505
2015,31,세종대학교,44.16,236,대학,사립,서울,A그룹,.4000000059604645,550000000,103964610000,68.5,938928,50916.6,10.300000190734863,54,2206,506,105934070000,.3000000119209289,1.2999999523162842,17360,3625,.4000000059604645,561864884,105934070000,27.299999237060547,316250
2015,32,조선대학교,44.15,335,대학,사립,광주,A그룹,1.2999999523162842,0,0,53.5,1215168,0,0,1,348,118,0,0,8.100000381469727,56700,4895,0,0,0,46.20000076293945,274009
2015,33,국립부경대학교,44.13,76,대학,국립,부산,A그룹,.4000000059604645,3940527000,212841156000,54.29999923706055,1098114,362203,93.1999969482422,53,1964,323,212394445000,2,5.400000095367432,68199,7716,2,3947650145,212394445000,65.9000015258789,682266
2015,34,가천대학교,44.08,3,대학,사립,경기,A그룹,1,10500000,2848000000,43.79999923706055,920407,17682.7,33.400001525878906,31,906,147,2481158000,1.2000000476837158,0,0,0,1,5322490,2481158000,0,0
2015,35,한림대학교,44.08,434,대학,사립,강원,B그룹,1.2000000476837158,0,0,76.19999694824219,722008,0,5,11,552,110,0,1.100000023841858,1.7000000476837158,10980,2020,1,0,0,19.89999961853028,123000
2015,36,울산과학기술원,44.06,295,대학,국립,울산,C그룹,.6000000238418579,178100000,26480931000,44.09999847412109,181764,68871.5,43,6,1446,126,27306166000,.4000000059604645,1.600000023841858,7600,1202,.3000000119209289,166462453,27306166000,31.39999961853028,122000
2016,1,서울대학교,64.92,200,대학,국립,서울,A그룹,3.200000047683716,0,0,187.1999969482422,5360765,0,11.399999618530272,29,1727,246,0,1.100000023841858,7.699999809265137,7842,818,1.600000023841858,0,0,17.5,16878
2016,2,연세대학교,50.25,272,대학,사립,서울,A그룹,4.699999809265137,12780000,3909146000,85.5999984741211,2654210,16890.3,14.300000190734863,71,7387,788,3620694000,1.2999999523162842,2.400000095367432,25123,2911,1.600000023841858,7651310,3620694000,51.70000076293945,402831
2016,3,한국과학기술원,49.11,373,대학,국립,대전,A그룹,.2000000029802322,94550000,16629578000,59.70000076293945,634756,67889.5,6,3,315,96,25336337000,0,0,0,0,.4000000059604645,124712940,25336337000,0,0
2016,4,고려대학교,49.01,50,대학,사립,서울,A그룹,.699999988079071,370200000,39897095000,94,2778025,94044.6,2.700000047683716,166,13342,2441,49535628000,1.100000023841858,5.300000190734863,187287,18586,2.700000047683716,399313470,49535628000,54,1326175
2016,5,포항공과대학교,47.73,367,대학,사립,경북,C그룹,1.600000023841858,489600000,70762109000,99.9000015258789,323554,69024.9,24.600000381469727,102,11892,1275,70215548000,2.0999999046325684,2.5,2880,849,1.899999976158142,480205896,70215548000,7,7440
2016,6,성균관대학교,47.16,227,대학,사립,서울,A그룹,.5,0,1204179000,71.9000015258789,1917256,0,37,22,1014,246,1224484000,.2000000029802322,.1000000014901161,181,41,.4000000059604645,0,1224484000,.4000000059604645,321
2016,7,한양대학교,47.08,443,대학,사립,서울,A그룹,1.399999976158142,4790735000,317222154000,67.4000015258789,1525864,204378.4,21.700000762939453,15,3510,520,324000370000,1.2000000476837158,5.699999809265137,115094,9138,1.5,6053279640,324000370000,27.39999961853028,405008
2016,8,경북대학교,45.71,33,대학,국립,대구,A그룹,1,192000000,43455525000,104.8000030517578,3176094,27453.6,35.900001525878906,381,22616,3967,49605173000,.699999988079071,6.699999809265137,10056,599,1,135922700,49605173000,2.5999999046325684,2500
2016,9,부산대학교,45.24,178,대학,국립,부산,A그룹,.6000000238418579,113902000,10045245000,75.69999694824219,2243183,124558.8,21.89999961853028,95,4606,810,8493701000,.800000011920929,3.700000047683716,35050,3465,1.100000023841858,94789278,8493701000,53.29999923706055,406377
2016,10,전남대학교,45.24,321,대학,국립,광주,A그룹,1.600000023841858,105150000,30201360000,69.30000305175781,1728910,37440.5,6.699999809265137,36,3863,692,30060161000,.800000011920929,5.599999904632568,82993,7953,2.700000047683716,117039000,30060161000,70.9000015258789,880966
2016,11,광주과학기술원,45.23,61,대학,국립,광주,C그룹,.4000000059604645,30000000,39392936000,0,0,3102.1,54,82,1904,737,40190674000,0,2.400000095367432,2740,372,0,30000000,40190674000,52.400001525878906,49750
2016,12,경희대학교,45.15,45,대학,사립,서울,A그룹,3.200000047683716,62100000,30593834000,77,2566496,20569.4,0,19,210,56,30903322000,.1000000014901161,13.800000190734863,64455,3663,.2000000029802322,52698750,30903322000,85.4000015258789,362799
2016,13,이화여자대학교,45.14,308,대학,사립,서울,A그룹,1.899999976158142,480000000,110860812000,77.9000015258789,1678436,90130.5,0,13,369,62,101110227000,5,1.100000023841858,5309,996,5,712301511,101110227000,23.100000381469727,87624
2016,14,울산대학교,45.04,297,대학,사립,울산,A그룹,5.400000095367432,13965000,4004988000,71.5,1040079,21651.7,7.400000095367432,93,4052,268,0,8,14.699999809265137,673946,25681,7.800000190734863,32131080,0,68,1465962
