YR,ID,SNM,STYP,FND,RGN,USC,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_SPC,FACLT_EQP_UPC,FACLT_EQP_TPC,APS_AR,APS_SCP,APS_APS
2017,268,안양대학교,대학,사립,경기,B그룹,4858,1100,20,66,86,4858,5336,0.8999999761581421
2017,269,에스라성경대학원대학교,대학원대학,사립,경기,-,135,100,1,2,3,135,60,2.299999952316284
2017,270,여주대학교,전문대학,사립,경기,B그룹,6727,920,6,61,67,6727,5585,1.2000000476837158
2017,271,연성대학교,전문대학,사립,경기,A그룹,2924,526,15,65,80,2924,5943,0.5
2017,272,연세대학교,대학,사립,서울,A그룹,68830,7044,187,937,1124,68830,31007,2.200000047683716
2017,273,연세대학교(미래),대학,사립,강원,B그룹,10486,1781,45,288,333,10486,8145,1.2999999523162842
2017,274,연암공과대학교,전문대학,사립,경남,C그룹,1533,324,2,20,22,1533,1241,1.2000000476837158
2017,275,연암대학교,전문대학,사립,충남,C그룹,1828,235,5,22,27,1828,1079,1.7000000476837158
2017,276,영남대학교,대학,사립,경북,A그룹,32214,4311,81,304,385,32214,25124,1.2999999523162842
2017,277,영남사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0.0
2017,278,영남신학대학교,대학,사립,경북,C그룹,3914,562,5,34,39,3914,701,5.599999904632568
2017,279,영남외국어대학,전문대학,사립,경북,C그룹,906,147,2,12,14,906,799,1.100000023841858
2017,280,영남이공대학교,전문대학,사립,대구,A그룹,3851,616,6,66,72,3851,5980,0.6000000238418579
2017,281,영산대학교,대학,사립,경남,B그룹,11098,2167,25,190,215,11098,7293,1.5
2017,282,영산선학대학교,대학,사립,전남,C그룹,416,20,2,1,3,416,38,10.899999618530272
2017,283,영진전문대학교,전문대학,사립,대구,A그룹,4347,1025,17,89,106,4347,7799,0.6000000238418579
2017,284,예명대학원대학교,대학원대학,사립,서울,-,284,50,1,2,3,284,124,2.299999952316284
2017,285,예수대학교,대학,사립,전북,C그룹,1076,234,5,16,21,1076,575,1.899999976158142
2017,286,예원예술대학교,대학,사립,전북,C그룹,946,200,4,12,16,946,1182,0.800000011920929
2017,287,오산대학교,전문대학,사립,경기,A그룹,2685,518,9,72,81,2685,4823,0.6000000238418579
2017,288,온석대학원대학교,대학원대학,사립,경기,-,199,24,1,3,4,199,244,0.800000011920929
2017,289,용인대학교,대학,사립,경기,B그룹,7677,835,22,166,188,7677,7183,1.100000023841858
2017,290,용인예술과학대학교,전문대학,사립,경기,B그룹,2725,560,7,111,118,2725,3980,0.699999988079071
2017,291,우석대학교,대학,사립,전북,B그룹,16996,1876,21,98,119,16996,8462,2.0
2017,292,우송공업대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0.0
2017,293,우송대학교,대학,사립,대전,A그룹,20454,619,17,107,124,20454,9836,2.0999999046325684
2017,294,우송정보대학,전문대학,사립,대전,B그룹,1272,288,5,46,51,1272,4870,0.3000000119209289
2017,295,울산과학기술원,대학,국립,울산,C그룹,10657,1017,17,104,121,10657,4475,2.400000095367432
2017,296,울산과학대학교,전문대학,사립,울산,A그룹,5221,1515,15,91,106,5221,4733,1.100000023841858
2017,297,울산대학교,대학,사립,울산,A그룹,22112,3504,48,167,215,22112,14544,1.5
2017,298,웅지세무대학교,전문대학,사립,경기,C그룹,999,430,2,0,2,999,1758,0.6000000238418579
2017,299,원광대학교,대학,사립,전북,A그룹,18692,2598,65,148,213,18692,17286,1.100000023841858
2017,300,원광보건대학교,전문대학,사립,전북,B그룹,2146,607,8,4,12,2146,4718,0.5
2017,301,원불교대학원대학교,대학원대학,사립,전북,-,379,42,1,2,3,379,62,6.099999904632568
2017,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,481,100,3,4,7,481,401,1.2000000476837158
2017,303,위덕대학교,대학,사립,경북,C그룹,5933,908,8,29,37,5933,3485,1.7000000476837158
2017,304,유원대학교,대학,사립,충북,C그룹,2886,640,8,52,60,2886,3792,0.800000011920929
2017,305,유한대학교,전문대학,사립,경기,A그룹,3633,677,15,78,93,3633,4892,0.699999988079071
2017,306,육군사관학교,기타,기타,서울,-,6600,500,23,27,50,6600,0,0.0
2017,307,을지대학교,대학,사립,대전,B그룹,5605,1582,14,91,105,5605,5348,1.0
2017,308,이화여자대학교,대학,사립,서울,A그룹,22616,4048,94,290,384,22616,21552,1.0
2017,309,인덕대학교,전문대학,사립,서울,A그룹,4164,816,13,20,33,4164,6314,0.699999988079071
2017,310,인제대학교,대학,사립,경남,B그룹,14691,2513,43,294,337,14691,11407,1.2999999523162842
2017,311,인제대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0.0
2017,312,인천가톨릭대학교,대학,사립,인천,C그룹,3260,234,5,22,27,3260,879,3.700000047683716
2017,313,인천대학교,대학,국립,인천,A그룹,14219,1845,30,184,214,14219,13822,1.0
2017,314,인천전문대학,전문대학,공립,인천,A그룹,0,0,0,0,0,0,0,0.0
2017,315,인하공업전문대학,전문대학,사립,인천,A그룹,2090,406,14,101,115,2090,6616,0.3000000119209289
2017,316,인하대학교,대학,사립,인천,A그룹,26533,3930,79,313,392,26533,20613,1.2999999523162842
2017,317,장로회신학대학교,대학,사립,서울,C그룹,5084,484,21,31,52,5084,2244,2.299999952316284
2017,318,장안대학교,전문대학,사립,경기,B그룹,5573,1197,9,18,27,5573,6041,0.8999999761581421
2017,319,재능대학교,전문대학,사립,인천,B그룹,1386,131,6,85,91,1386,3789,0.4000000059604645
2017,320,전남과학대학교,전문대학,사립,전남,B그룹,2213,828,5,51,56,2213,3985,0.6000000238418579
2017,321,전남대학교,대학,국립,광주,A그룹,30178,5230,83,169,252,30178,24944,1.2000000476837158
2017,322,전남도립대학교,전문대학,공립,전남,C그룹,2709,441,9,40,49,2709,1513,1.7999999523162842
2017,323,전북과학대학교,전문대학,사립,전북,C그룹,953,330,2,12,14,953,1647,0.6000000238418579
2017,324,전북대학교,대학,국립,전북,A그룹,45010,4609,75,421,496,45010,22932,2.0
2017,325,전주교육대학교,대학,국립,전북,C그룹,4731,760,18,58,76,4731,1468,3.200000047683716
2017,326,전주기전대학,전문대학,사립,전북,C그룹,702,187,2,2,4,702,1903,0.4000000059604645
2017,327,전주대학교,대학,사립,전북,A그룹,10997,1674,28,171,199,10997,12460,0.8999999761581421
2017,328,전주비전대학교,전문대학,사립,전북,B그룹,1633,182,6,28,34,1633,3494,0.5
2017,329,제네바신학대학원대학교,대학원대학,사립,경기,-,330,60,2,2,4,330,0,0.0
2017,330,제주관광대학교,전문대학,사립,제주,C그룹,1274,287,3,8,11,1274,2300,0.6000000238418579
2017,331,제주국제대학교,대학,사립,제주,C그룹,1504,128,4,21,25,1504,1764,0.8999999761581421
2017,332,제주대학교,대학,국립,제주,A그룹,14621,2503,71,118,189,14621,12421,1.2000000476837158
2017,333,제주한라대학교,전문대학,사립,제주,A그룹,1790,830,6,37,43,1790,4951,0.4000000059604645
2017,334,조선간호대학교,전문대학,사립,광주,C그룹,689,290,2,12,14,689,806,0.8999999761581421
2017,335,조선대학교,대학,사립,광주,A그룹,21344,3375,95,267,362,21344,22282,1.0
2017,336,조선이공대학교,전문대학,사립,광주,B그룹,1870,453,4,24,28,1870,3511,0.5
2017,337,주안대학원대학교,대학원대학,사립,인천,-,385,100,2,6,8,385,60,6.400000095367432
2017,338,중부대학교,대학,사립,충남,B그룹,8592,1519,17,99,116,8592,9717,0.8999999761581421
2017,339,중앙대학교,대학,사립,서울,A그룹,33174,5575,78,343,421,33174,28873,1.100000023841858
2017,340,중앙승가대학교,대학,사립,경기,C그룹,4487,349,7,57,64,4487,273,16.399999618530273
2017,341,중원대학교,대학,사립,충북,C그룹,3470,578,5,17,22,3470,3610,1.0
2017,342,진주교육대학교,대학,국립,경남,C그룹,3425,901,12,54,66,3425,1769,1.899999976158142
2017,343,진주보건대학교,전문대학,사립,경남,B그룹,3319,740,7,90,97,3319,2877,1.2000000476837158
2017,344,차의과학대학교,대학,사립,경기,C그룹,3300,947,10,30,40,3300,2695,1.2000000476837158
2017,345,창신대학교,대학,사립,경남,C그룹,7387,788,10,61,71,7387,1583,4.699999809265137
2017,346,창원문성대학교,전문대학,사립,경남,C그룹,3108,702,8,46,54,3108,3617,0.8999999761581421
2017,347,청강문화산업대학교,전문대학,사립,경기,B그룹,3005,485,11,25,36,3005,3709,0.800000011920929
2017,348,청암대학교,전문대학,사립,전남,B그룹,2002,420,4,8,12,2002,2834,0.699999988079071
2017,349,청운대학교,대학,사립,충남,B그룹,10237,1158,20,92,112,10237,6957,1.5
2017,350,청주교육대학교,대학,국립,충북,C그룹,3287,993,10,95,105,3287,1703,1.899999976158142
2017,351,청주대학교,대학,사립,충북,A그룹,15512,2870,35,185,220,15512,12559,1.2000000476837158
2017,352,초당대학교,대학,사립,전남,C그룹,8654,820,10,56,66,8654,3412,2.5
2017,353,총신대학교,대학,사립,서울,C그룹,8795,1808,22,77,99,8795,4119,2.0999999046325684
2017,354,추계예술대학교,대학,사립,서울,C그룹,899,135,8,13,21,899,1390,0.6000000238418579
2017,355,춘천교육대학교,대학,국립,강원,C그룹,5068,756,9,44,53,5068,1837,2.799999952316284
2017,356,춘해보건대학교,전문대학,사립,울산,B그룹,866,483,3,14,17,866,2635,0.3000000119209289
2017,357,충남대학교,대학,국립,대전,A그룹,26797,4298,54,142,196,26797,24200,1.100000023841858
2017,358,충남도립대학교,전문대학,공립,충남,C그룹,2886,542,10,34,44,2886,1104,2.5999999046325684
2017,359,충북대학교,대학,국립,충북,A그룹,19138,3103,64,165,229,19138,17884,1.100000023841858
2017,360,충북도립대학교,전문대학,공립,충북,C그룹,583,150,3,3,6,583,963,0.6000000238418579
2017,361,충북보건과학대학교,전문대학,사립,충북,B그룹,1725,429,4,10,14,1725,2775,0.6000000238418579
2017,362,충청대학교,전문대학,사립,충북,B그룹,5744,595,9,35,44,5744,4837,1.2000000476837158
2017,363,치유상담대학원대학교,대학원대학,사립,서울,-,210,40,2,3,5,210,191,1.100000023841858
2017,364,칼빈대학교,대학,사립,경기,C그룹,830,203,4,9,13,830,715,1.2000000476837158
2017,365,탐라대학교,대학,사립,제주,C그룹,0,0,0,0,0,0,0,0.0
2017,366,평택대학교,대학,사립,경기,C그룹,4571,600,14,76,90,4571,4645,1.0
2017,367,포항공과대학교,대학,사립,경북,C그룹,22241,1303,19,78,97,22241,3238,6.900000095367432
2017,368,포항대학교,전문대학,사립,경북,C그룹,1446,126,3,2,5,1446,2224,0.699999988079071
2017,369,한경국립대학교,대학,국립,경기,B그룹,11020,1550,22,89,111,11020,7103,1.600000023841858
2017,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,4052,268,12,96,108,4052,754,5.400000095367432
2017,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,606,126,2,8,10,606,453,1.2999999523162842
2017,372,한국공학대학교,대학,사립,경기,B그룹,4131,1152,19,63,82,4131,8108,0.5
2017,373,한국과학기술원,대학,국립,대전,A그룹,19426,816,59,36,95,19426,10633,1.7999999523162842
2017,374,한국관광대학교,전문대학,사립,경기,C그룹,1806,459,7,35,42,1806,2025,0.8999999761581421
2017,375,한국교원대학교,대학,국립,충북,B그룹,9143,1141,36,60,96,9143,5709,1.600000023841858
2017,376,한국국제대학교,대학,사립,경남,C그룹,3653,1145,6,43,49,3653,3682,1.0
2017,377,한국기술교육대학교,대학,사립,충남,C그룹,9700,2040,16,107,123,9700,4871,2.0
2017,378,한국농수산대학교,전문대학,국립,전북,C그룹,1195,108,8,3,11,1195,1180,1.0
2017,379,한국방송통신대학교,대학,국립,서울,A그룹,17730,3770,124,399,523,17730,125385,0.1000000014901161
2017,380,한국복지사이버대학교,전문대학,사립,경북,B그룹,31,3,0,3,3,31,1675,0.0
2017,381,한국상담대학원대학교,대학원대학,사립,서울,-,369,79,2,14,16,369,199,1.899999976158142
2017,382,한국성서대학교,대학,사립,서울,C그룹,1468,279,5,28,33,1468,1222,1.2000000476837158
2017,383,한국승강기대학교,전문대학,사립,경남,C그룹,700,184,3,6,9,700,592,1.2000000476837158
2017,384,한국에너지공과대학교,대학,국립,전남,C그룹,0,0,0,0,0,0,0,0.0
2017,385,한국열린사이버대학교,대학,사립,서울,B그룹,0,0,0,0,0,0,4003,0.0
2017,386,한국영상대학교,전문대학,사립,세종,B그룹,1437,268,3,60,63,1437,3445,0.4000000059604645
2017,387,한국예술종합학교,대학,국립,서울,C그룹,5564,395,29,90,119,5564,2583,2.200000047683716
2017,388,한국외국어대학교,대학,사립,서울,A그룹,18521,4153,57,178,235,18521,19131,1.0
2017,389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,150,62,2,6,8,150,105,1.399999976158142
2017,390,한국전통문화대학교,대학,국립,충남,C그룹,4182,398,13,28,41,4182,676,6.199999809265137
2017,391,한국정보통신대학교,대학,사립,대전,C그룹,0,0,0,0,0,0,0,0.0
2017,392,한국철도대학,전문대학,국립,경기,C그룹,0,0,0,0,0,0,0,0.0
2017,393,한국체육대학교,대학,국립,서울,C그룹,2192,314,9,15,24,2192,3047,0.699999988079071
2017,394,한국침례신학대학교,대학,사립,대전,C그룹,3863,465,15,21,36,3863,2406,1.600000023841858
2017,395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,107,25,2,3,5,107,608,0.2000000029802322
2017,396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,396,90,2,4,6,396,1484,0.3000000119209289
2017,397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,328,60,2,0,2,328,1027,0.3000000119209289
2017,398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,37,0,1,0,1,37,17,2.200000047683716
2017,399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,0,0,0,0,0,0,0,0.0
2017,400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,495,90,1,0,1,495,2360,0.2000000029802322
2017,401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0.0
2017,402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,234,37,1,1,2,234,97,2.400000095367432
2017,403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,432,116,1,4,5,432,39,11.100000381469728
2017,404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,308,60,2,3,5,308,386,0.800000011920929
2017,405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,264,80,2,0,2,264,1076,0.2000000029802322
2017,406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,403,182,1,0,1,403,553,0.699999988079071
2017,407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,173,60,2,6,8,173,803,0.2000000029802322
2017,408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,348,110,1,0,1,348,272,1.2999999523162842
2017,409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,7101,180,1,6,7,7101,808,8.800000190734863
2017,410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,0,0,0,0,0,0,0,0.0
2017,411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,70,20,1,0,1,70,100,0.699999988079071
2017,412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,250,55,1,1,2,250,289,0.8999999761581421
2017,413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,325,160,1,0,1,325,547,0.6000000238418579
2017,414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,209,30,1,4,5,209,607,0.3000000119209289
2017,415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,239,120,3,5,8,239,1069,0.2000000029802322
2017,416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,518,102,1,2,3,518,379,1.399999976158142
2017,417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,33,16,1,0,1,33,44,0.800000011920929
2017,418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0.0
2017,419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,305,126,2,2,4,305,1042,0.3000000119209289
2017,420,한국폴리텍Ⅶ대학울산캠퍼스,전문대학,사립,울산,C그룹,683,142,1,0,1,683,881,0.800000011920929
2017,421,한국폴리텍Ⅶ대학진주캠퍼스,전문대학,사립,경남,C그룹,0,0,0,0,0,0,0,0.0
2017,422,한국폴리텍Ⅶ대학창원캠퍼스,전문대학,사립,경남,C그룹,1555,270,1,4,5,1555,1477,1.100000023841858
2017,423,한국폴리텍특성화 로봇캠퍼스,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0.0
2017,424,한국폴리텍특성화 바이오캠퍼스,전문대학,사립,충남,C그룹,536,87,1,1,2,536,377,1.399999976158142
2017,425,한국폴리텍특성화 반도체융합캠퍼스,전문대학,사립,경기,C그룹,1061,74,1,3,4,1061,545,1.899999976158142
2017,426,한국폴리텍특성화 항공캠퍼스,전문대학,사립,경남,C그룹,375,110,1,1,2,375,566,0.699999988079071
2017,427,한국학대학원,대학원대학,국립,경기,-,0,0,0,0,0,0,0,0.0
2017,428,한국항공대학교,대학,사립,경기,C그룹,5416,1077,13,44,57,5416,4616,1.2000000476837158
2017,429,한남대학교,대학,사립,대전,A그룹,10357,3125,46,329,375,10357,13290,0.800000011920929
2017,430,한동대학교,대학,사립,경북,C그룹,5340,1206,8,33,41,5340,4359,1.2000000476837158
2017,431,한라대학교,대학,사립,강원,C그룹,4079,948,9,28,37,4079,4120,1.0
2017,432,한려대학교,대학,사립,전남,C그룹,2376,180,1,4,5,2376,721,3.299999952316284
2017,433,한림국제대학원대학교,대학원대학,사립,서울,-,113,12,1,1,2,113,193,0.6000000238418579
2017,434,한림대학교,대학,사립,강원,B그룹,18026,2208,35,147,182,18026,9001,2.0
2017,435,한림성심대학교,전문대학,사립,강원,B그룹,3217,584,10,73,83,3217,3315,1.0
2017,436,한민학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0.0
2017,437,한반도국제대학원대학교,대학원대학,사립,서울,-,1281,14,1,1,2,1281,56,22.899999618530277
2017,438,한북대학교,대학,사립,경기,C그룹,0,0,0,0,0,0,0,0.0
2017,439,한서대학교,대학,사립,충남,B그룹,8796,1479,17,61,78,8796,7903,1.100000023841858
2017,440,한성대학교,대학,사립,서울,B그룹,11892,1275,15,105,120,11892,7454,1.600000023841858
2017,441,한세대학교,대학,사립,경기,C그룹,4123,516,12,60,72,4123,3664,1.100000023841858
2017,442,한신대학교,대학,사립,경기,B그룹,10150,1505,38,92,130,10150,5761,1.7999999523162842
2017,443,한양대학교,대학,사립,서울,A그룹,25699,4062,134,232,366,25699,22624,1.100000023841858
2017,444,한양대학교(ERICA),대학,사립,경기,A그룹,13174,2139,30,150,180,13174,10441,1.2999999523162842
2017,445,한양여자대학교,전문대학,사립,서울,A그룹,4131,401,14,40,54,4131,6726,0.6000000238418579
2017,446,한영대학교,전문대학,사립,전남,C그룹,314,80,2,6,8,314,1386,0.2000000029802322
2017,447,한일장신대학교,대학,사립,전북,C그룹,2399,320,7,39,46,2399,1217,2.0
2017,448,한중대학교,대학,사립,강원,C그룹,2928,564,4,5,9,2928,1145,2.5999999046325684
2017,449,합동신학대학원대학교,대학원대학,사립,경기,-,1699,189,11,22,33,1699,304,5.599999904632568
2017,450,해군사관학교,기타,기타,경남,-,5497,372,16,23,39,5497,0,0.0
2017,451,협성대학교,대학,사립,경기,C그룹,4327,806,13,113,126,4327,4894,0.8999999761581421
2017,452,혜전대학교,전문대학,사립,충남,B그룹,1922,489,8,15,23,1922,3126,0.6000000238418579
2017,453,호남대학교,대학,사립,광주,B그룹,10669,1667,16,83,99,10669,8000,1.2999999523162842
2017,454,호남신학대학교,대학,사립,광주,C그룹,3236,800,6,18,24,3236,986,3.299999952316284
2017,455,호산대학교,전문대학,사립,경북,C그룹,1245,320,4,17,21,1245,2001,0.6000000238418579
2017,456,호서대학교,대학,사립,충남,A그룹,19591,3399,57,374,431,19591,13785,1.399999976158142
2017,457,호원대학교,대학,사립,전북,B그룹,6115,872,13,38,51,6115,5782,1.100000023841858
2017,458,홍익대학교,대학,사립,서울,A그룹,23113,4927,81,195,276,23113,21953,1.100000023841858
2017,459,화성의과학대학교,대학,사립,경기,C그룹,729,84,2,1,3,729,815,0.8999999761581421
2017,460,화신사이버대학교,대학,사립,부산,C그룹,0,0,0,0,0,0,1210,0.0
2017,461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,647,275,4,25,29,647,445,1.5
